8,sign,default,512,0.028241
8,sign,default,1024,0.149641
8,sign,default,2048,1.001795
8,sign,default,3072,2.977730
8,sign,default,4096,6.620458
8,verify,default,512,0.020948
8,verify,default,1024,0.069301
8,verify,default,2048,0.247900
8,verify,default,3072,0.542266
8,verify,default,4096,0.952831
8,sign,mtekmod,512,0.054186
8,sign,mtekmod,1024,0.176429
8,sign,mtekmod,2048,1.056579
8,sign,mtekmod,3072,3.071080
8,sign,mtekmod,4096,6.743204
8,verify,mtekmod,512,0.184555
8,verify,mtekmod,1024,0.453109
8,verify,mtekmod,2048,0.857002
8,verify,mtekmod,3072,1.525744
8,verify,mtekmod,4096,2.221250
8,sign,mtesig,512,0.035027
8,sign,mtesig,1024,0.166764
8,sign,mtesig,2048,1.090780
8,sign,mtesig,3072,3.124311
8,sign,mtesig,4096,6.844798
8,verify,mtesig,512,0.258461
8,verify,mtesig,1024,0.511114
8,verify,mtesig,2048,1.060879
8,verify,mtesig,3072,1.801947
8,verify,mtesig,4096,2.695830
8,sign,mprotsig,512,0.088174
8,sign,mprotsig,1024,0.255550
8,sign,mprotsig,2048,1.280148
8,sign,mprotsig,3072,3.397718
8,sign,mprotsig,4096,7.094639
8,sign,mprotsig,512,0.109108
8,sign,mprotsig,1024,0.255173
8,sign,mprotsig,2048,1.332068
8,sign,mprotsig,3072,3.407141
8,sign,mprotsig,4096,7.151208
8,verify,mprotsig,512,0.453059
8,verify,mprotsig,1024,1.057864
8,verify,mprotsig,2048,1.956882
8,verify,mprotsig,3072,3.256874
8,verify,mprotsig,4096,4.651158
8,sign,dr,512,2.566595
8,sign,dr,1024,9.779408
8,sign,dr,2048,50.700683
8,sign,dr,3072,128.662506
8,sign,dr,4096,258.499695
8,verify,dr,512,1.720434
8,verify,dr,1024,3.732118
8,verify,dr,2048,9.960118
8,verify,dr,3072,19.412812
8,verify,dr,4096,32.061647
4,sign,default,512,0.043178
4,sign,default,1024,0.215414
4,sign,default,2048,1.496742
4,sign,default,3072,4.501845
4,sign,default,4096,10.073746
4,verify,default,512,0.032474
4,verify,default,1024,0.103458
4,verify,default,2048,0.376762
4,verify,default,3072,0.823505
4,verify,default,4096,1.448456
4,sign,mtekmod,512,0.078682
4,sign,mtekmod,1024,0.274908
4,sign,mtekmod,2048,1.577766
4,sign,mtekmod,3072,4.674963
4,sign,mtekmod,4096,10.257996
4,verify,mtekmod,512,0.283538
4,verify,mtekmod,1024,0.635299
4,verify,mtekmod,2048,1.348172
4,verify,mtekmod,3072,2.266296
4,verify,mtekmod,4096,3.403774
4,sign,mtesig,512,0.091285
4,sign,mtesig,1024,0.262954
4,sign,mtesig,2048,1.722407
4,sign,mtesig,3072,4.643467
4,sign,mtesig,4096,10.324660
4,verify,mtesig,512,0.362602
4,verify,mtesig,1024,0.705169
4,verify,mtesig,2048,1.520041
4,verify,mtesig,3072,2.586345
4,verify,mtesig,4096,3.752098
4,sign,mprotsig,512,0.127995
4,sign,mprotsig,1024,0.390403
4,sign,mprotsig,2048,1.765466
4,sign,mprotsig,3072,4.910884
4,sign,mprotsig,4096,10.681522
4,sign,mprotsig,512,0.127123
4,sign,mprotsig,1024,0.358833
4,sign,mprotsig,2048,1.717700
4,sign,mprotsig,3072,4.939267
4,sign,mprotsig,4096,10.656364
4,verify,mprotsig,512,0.788809
4,verify,mprotsig,1024,1.341616
4,verify,mprotsig,2048,2.816502
4,verify,mprotsig,3072,4.652268
4,verify,mprotsig,4096,6.644284
4,sign,dr,512,3.860266
4,sign,dr,1024,14.368491
4,sign,dr,2048,74.234012
4,sign,dr,3072,189.028936
4,sign,dr,4096,381.029171
4,verify,dr,512,2.581345
4,verify,dr,1024,5.609250
4,verify,dr,2048,14.873357
4,verify,dr,3072,28.965636
4,verify,dr,4096,47.850872
0,sign,default,512,0.192607
0,sign,default,1024,0.995221
0,sign,default,2048,6.672654
0,sign,default,3072,20.433091
0,sign,default,4096,46.605328
0,verify,default,512,0.152724
0,verify,default,1024,0.489289
0,verify,default,2048,1.798589
0,verify,default,3072,3.946802
0,verify,default,4096,6.959173
0,sign,mtekmod,512,0.267367
0,sign,mtekmod,1024,1.142668
0,sign,mtekmod,2048,6.823640
0,sign,mtekmod,3072,20.729702
0,sign,mtekmod,4096,46.876527
0,verify,mtekmod,512,0.487202
0,verify,mtekmod,1024,1.076018
0,verify,mtekmod,2048,2.964129
0,verify,mtekmod,3072,5.702434
0,verify,mtekmod,4096,9.645815
0,sign,mtesig,512,0.280520
0,sign,mtesig,1024,1.080973
0,sign,mtesig,2048,7.036997
0,sign,mtesig,3072,20.894297
0,sign,mtesig,4096,47.191715
0,verify,mtesig,512,0.793025
0,verify,mtesig,1024,1.707065
0,verify,mtesig,2048,3.934963
0,verify,mtesig,3072,7.432447
0,verify,mtesig,4096,11.837666
0,sign,mprotsig,512,0.470102
0,sign,mprotsig,1024,1.371580
0,sign,mprotsig,2048,7.227004
0,sign,mprotsig,3072,21.400450
0,sign,mprotsig,4096,47.866962
0,sign,mprotsig,512,0.410181
0,sign,mprotsig,1024,1.406390
0,sign,mprotsig,2048,7.349827
0,sign,mprotsig,3072,21.536733
0,sign,mprotsig,4096,47.793184
0,verify,mprotsig,512,1.648579
0,verify,mprotsig,1024,3.425247
0,verify,mprotsig,2048,7.925630
0,verify,mprotsig,3072,12.880201
0,verify,mprotsig,4096,18.659662
0,sign,dr,512,12.921271
0,sign,dr,1024,48.687804
0,sign,dr,2048,252.897105
0,sign,dr,3072,640.715146
0,sign,dr,4096,1285.271456
0,verify,dr,512,8.955447
0,verify,dr,1024,19.206031
0,verify,dr,2048,50.153126
0,verify,dr,3072,97.286109
0,verify,dr,4096,160.346258
8,sign,default,512,0.030709
8,sign,default,1024,0.150552
8,sign,default,2048,1.001925
8,sign,default,3072,2.977610
8,sign,default,4096,6.616695
8,verify,default,512,0.022172
8,verify,default,1024,0.069275
8,verify,default,2048,0.248091
8,verify,default,3072,0.542414
8,verify,default,4096,0.951533
8,sign,mtekmod,512,0.047284
8,sign,mtekmod,1024,0.169712
8,sign,mtekmod,2048,1.069953
8,sign,mtekmod,3072,3.076088
8,sign,mtekmod,4096,6.726555
8,verify,mtekmod,512,0.135584
8,verify,mtekmod,1024,0.446631
8,verify,mtekmod,2048,0.875348
8,verify,mtekmod,3072,1.546356
8,verify,mtekmod,4096,2.144582
8,sign,mtesig,512,0.039921
8,sign,mtesig,1024,0.184404
8,sign,mtesig,2048,1.073797
8,sign,mtesig,3072,3.105459
8,sign,mtesig,4096,6.847535
8,verify,mtesig,512,0.219730
8,verify,mtesig,1024,0.502591
8,verify,mtesig,2048,1.066577
8,verify,mtesig,3072,1.818533
8,verify,mtesig,4096,2.562629
8,sign,mprotsig,512,0.087652
8,sign,mprotsig,1024,0.259781
8,sign,mprotsig,2048,1.233400
8,sign,mprotsig,3072,3.316055
8,sign,mprotsig,4096,7.146285
8,sign,mprotsig,512,0.099875
8,sign,mprotsig,1024,0.308061
8,sign,mprotsig,2048,1.328641
8,sign,mprotsig,3072,3.283956
8,sign,mprotsig,4096,7.053553
8,verify,mprotsig,512,0.622157
8,verify,mprotsig,1024,0.929654
8,verify,mprotsig,2048,1.968347
8,verify,mprotsig,3072,3.219771
8,verify,mprotsig,4096,4.620900
8,sign,dr,512,2.569047
8,sign,dr,1024,9.771831
8,sign,dr,2048,50.706679
8,sign,dr,3072,128.733905
8,sign,dr,4096,258.676558
8,verify,dr,512,1.720256
8,verify,dr,1024,3.730761
8,verify,dr,2048,9.961913
8,verify,dr,3072,19.433032
8,verify,dr,4096,32.080997
4,sign,default,512,0.043077
4,sign,default,1024,0.215364
4,sign,default,2048,1.497207
4,sign,default,3072,4.501547
4,sign,default,4096,10.073221
4,verify,default,512,0.032163
4,verify,default,1024,0.103480
4,verify,default,2048,0.376557
4,verify,default,3072,0.823515
4,verify,default,4096,1.448217
4,sign,mtekmod,512,0.086912
4,sign,mtekmod,1024,0.264047
4,sign,mtekmod,2048,1.568738
4,sign,mtekmod,3072,4.671404
4,sign,mtekmod,4096,10.275885
4,verify,mtekmod,512,0.311347
4,verify,mtekmod,1024,0.588677
4,verify,mtekmod,2048,1.343081
4,verify,mtekmod,3072,2.172838
4,verify,mtekmod,4096,3.300872
4,sign,mtesig,512,0.091394
4,sign,mtesig,1024,0.239614
4,sign,mtesig,2048,1.675323
4,sign,mtesig,3072,4.667424
4,sign,mtesig,4096,10.328295
4,verify,mtesig,512,0.341993
4,verify,mtesig,1024,0.730058
4,verify,mtesig,2048,1.576907
4,verify,mtesig,3072,2.665570
4,verify,mtesig,4096,3.774868
4,sign,mprotsig,512,0.119320
4,sign,mprotsig,1024,0.330485
4,sign,mprotsig,2048,1.689331
4,sign,mprotsig,3072,4.895677
4,sign,mprotsig,4096,10.797150
4,sign,mprotsig,512,0.107446
4,sign,mprotsig,1024,0.398631
4,sign,mprotsig,2048,1.765364
4,sign,mprotsig,3072,4.856800
4,sign,mprotsig,4096,10.849072
4,verify,mprotsig,512,0.704319
4,verify,mprotsig,1024,1.294601
4,verify,mprotsig,2048,2.960394
4,verify,mprotsig,3072,4.652983
4,verify,mprotsig,4096,6.524114
4,sign,dr,512,3.864886
4,sign,dr,1024,14.365638
4,sign,dr,2048,74.227544
4,sign,dr,3072,188.141393
4,sign,dr,4096,377.447289
4,verify,dr,512,2.619773
4,verify,dr,1024,5.693212
4,verify,dr,2048,14.948604
4,verify,dr,3072,28.946074
4,verify,dr,4096,47.818188
0,sign,default,512,0.192670
0,sign,default,1024,0.997534
0,sign,default,2048,6.676495
0,sign,default,3072,20.444343
0,sign,default,4096,46.566754
0,verify,default,512,0.152406
0,verify,default,1024,0.489666
0,verify,default,2048,1.794680
0,verify,default,3072,3.958565
0,verify,default,4096,6.953341
0,sign,mtekmod,512,0.217472
0,sign,mtekmod,1024,1.077782
0,sign,mtekmod,2048,6.839446
0,sign,mtekmod,3072,20.675074
0,sign,mtekmod,4096,46.882357
0,verify,mtekmod,512,0.467861
0,verify,mtekmod,1024,1.034334
0,verify,mtekmod,2048,3.072754
0,verify,mtekmod,3072,5.646467
0,verify,mtekmod,4096,9.443525
0,sign,mtesig,512,0.261245
0,sign,mtesig,1024,1.188551
0,sign,mtesig,2048,6.942027
0,sign,mtesig,3072,20.922067
0,sign,mtesig,4096,47.088208
0,verify,mtesig,512,0.664916
0,verify,mtesig,1024,1.794188
0,verify,mtesig,2048,4.161903
0,verify,mtesig,3072,7.404894
0,verify,mtesig,4096,11.955475
0,sign,mprotsig,512,0.375506
0,sign,mprotsig,1024,1.312191
0,sign,mprotsig,2048,7.676998
0,sign,mprotsig,3072,21.379221
0,sign,mprotsig,4096,47.912226
0,sign,mprotsig,512,0.342771
