1,sign,default,512,0.035143
1,sign,default,1024,0.176569
1,sign,default,2048,1.143220
1,sign,default,3072,3.355845
1,sign,default,4096,7.460308
1,verify,default,512,0.027630
1,verify,default,1024,0.081463
1,verify,default,2048,0.282097
1,verify,default,3072,0.607802
1,verify,default,4096,1.058419
1,sign,mtekmod,512,0.061094
1,sign,mtekmod,1024,0.228224
1,sign,mtekmod,2048,1.243945
1,sign,mtekmod,3072,3.509661
1,sign,mtekmod,4096,7.635151
1,verify,mtekmod,512,0.294766
1,verify,mtekmod,1024,0.288938
1,verify,mtekmod,2048,0.659821
1,verify,mtekmod,3072,1.035593
1,verify,mtekmod,4096,1.563356
1,sign,mtesig,512,0.054775
1,sign,mtesig,1024,0.204391
1,sign,mtesig,2048,1.183791
1,sign,mtesig,3072,3.419619
1,sign,mtesig,4096,7.535869
1,verify,mtesig,512,0.165466
1,verify,mtesig,1024,0.328140
1,verify,mtesig,2048,0.751986
1,verify,mtesig,3072,1.336109
1,verify,mtesig,4096,1.985700
1,sign,mprotsig,512,0.068543
1,sign,mprotsig,1024,0.215144
1,sign,mprotsig,2048,1.290876
1,sign,mprotsig,3072,3.508233
1,sign,mprotsig,4096,7.678272
1,verify,mprotsig,512,0.280186
1,verify,mprotsig,1024,0.654944
1,verify,mprotsig,2048,1.361232
1,verify,mprotsig,3072,2.259378
1,verify,mprotsig,4096,3.184720
1,sign,dr,512,5.513081
1,sign,dr,1024,21.179241
1,sign,dr,2048,109.985887
1,sign,dr,3072,278.337088
1,sign,dr,4096,557.329258
1,verify,dr,512,3.765003
1,verify,dr,1024,8.073810
1,verify,dr,2048,21.131066
1,verify,dr,3072,40.803245
1,verify,dr,4096,67.223769
1,sign,default,512,0.035444
1,sign,default,1024,0.176638
1,sign,default,2048,1.143409
1,sign,default,3072,3.357714
1,sign,default,4096,7.459082
1,verify,default,512,0.027663
1,verify,default,1024,0.081399
1,verify,default,2048,0.282050
1,verify,default,3072,0.607879
1,verify,default,4096,1.058361
1,sign,mtekmod,512,0.061511
1,sign,mtekmod,1024,0.228345
1,sign,mtekmod,2048,1.244922
1,sign,mtekmod,3072,3.509122
1,sign,mtekmod,4096,7.633377
1,verify,mtekmod,512,0.269196
1,verify,mtekmod,1024,0.238529
1,verify,mtekmod,2048,0.645052
1,verify,mtekmod,3072,1.057936
1,verify,mtekmod,4096,1.560415
1,sign,mtesig,512,0.050835
1,sign,mtesig,1024,0.197508
1,sign,mtesig,2048,1.184140
1,sign,mtesig,3072,3.442052
1,sign,mtesig,4096,7.553463
1,verify,mtesig,512,0.160587
1,verify,mtesig,1024,0.293226
1,verify,mtesig,2048,0.775116
1,verify,mtesig,3072,1.350760
1,verify,mtesig,4096,2.014068
1,sign,mprotsig,512,0.060777
1,sign,mprotsig,1024,0.224367
1,sign,mprotsig,2048,1.267658
1,sign,mprotsig,3072,3.510352
1,sign,mprotsig,4096,7.657991
1,verify,mprotsig,512,0.311362
1,verify,mprotsig,1024,0.604614
1,verify,mprotsig,2048,1.343356
1,verify,mprotsig,3072,2.223718
1,verify,mprotsig,4096,3.152272
1,sign,dr,512,5.488974
1,sign,dr,1024,21.098296
1,sign,dr,2048,109.758448
1,sign,dr,3072,277.457638
1,sign,dr,4096,556.367295
1,verify,dr,512,3.767825
1,verify,dr,1024,8.067329
1,verify,dr,2048,21.070930
1,verify,dr,3072,40.824332
1,verify,dr,4096,67.212489
1,sign,default,512,0.035479
1,sign,default,1024,0.177162
1,sign,default,2048,1.142166
1,sign,default,3072,3.355625
1,sign,default,4096,7.456721
1,verify,default,512,0.027666
1,verify,default,1024,0.081406
1,verify,default,2048,0.281834
1,verify,default,3072,0.608277
1,verify,default,4096,1.058447
1,sign,mtekmod,512,0.061367
1,sign,mtekmod,1024,0.228255
1,sign,mtekmod,2048,1.244025
1,sign,mtekmod,3072,3.510000
1,sign,mtekmod,4096,7.643504
1,verify,mtekmod,512,0.287851
1,verify,mtekmod,1024,0.233175
1,verify,mtekmod,2048,0.604736
1,verify,mtekmod,3072,1.052195
1,verify,mtekmod,4096,1.569413
1,sign,mtesig,512,0.044065
1,sign,mtesig,1024,0.202370
1,sign,mtesig,2048,1.196999
1,sign,mtesig,3072,3.425366
1,sign,mtesig,4096,7.542300
1,verify,mtesig,512,0.182417
1,verify,mtesig,1024,0.316158
1,verify,mtesig,2048,0.729076
1,verify,mtesig,3072,1.378803
1,verify,mtesig,4096,2.134623
1,sign,mprotsig,512,0.064734
1,sign,mprotsig,1024,0.215420
1,sign,mprotsig,2048,1.120233
1,sign,mprotsig,3072,3.529277
1,sign,mprotsig,4096,7.932124
1,verify,mprotsig,512,0.286322
1,verify,mprotsig,1024,0.622109
1,verify,mprotsig,2048,1.400380
1,verify,mprotsig,3072,2.321861
1,verify,mprotsig,4096,2.966268
1,sign,dr,512,5.502109
1,sign,dr,1024,21.130718
1,sign,dr,2048,109.652002
1,sign,dr,3072,277.295054
1,sign,dr,4096,555.603668
1,verify,dr,512,3.770056
1,verify,dr,1024,8.062444
1,verify,dr,2048,21.067196
1,verify,dr,3072,40.809035
1,verify,dr,4096,67.221035
1,sign,default,512,0.035290
1,sign,default,1024,0.177067
1,sign,default,2048,1.141680
1,sign,default,3072,3.356217
1,sign,default,4096,7.460986
1,verify,default,512,0.027705
1,verify,default,1024,0.081294
1,verify,default,2048,0.281867
1,verify,default,3072,0.608310
1,verify,default,4096,1.058335
1,sign,mtekmod,512,0.061309
1,sign,mtekmod,1024,0.228242
1,sign,mtekmod,2048,1.243404
1,sign,mtekmod,3072,3.510137
1,sign,mtekmod,4096,7.652695
1,verify,mtekmod,512,0.294749
1,verify,mtekmod,1024,0.318145
1,verify,mtekmod,2048,0.651961
1,verify,mtekmod,3072,0.990857
1,verify,mtekmod,4096,1.602117
1,sign,mtesig,512,0.041826
1,sign,mtesig,1024,0.202618
1,sign,mtesig,2048,1.188906
1,sign,mtesig,3072,3.436257
1,sign,mtesig,4096,7.543931
1,verify,mtesig,512,0.138727
1,verify,mtesig,1024,0.326073
1,verify,mtesig,2048,0.834769
1,verify,mtesig,3072,1.348800
1,verify,mtesig,4096,2.027805
1,sign,mprotsig,512,0.059136
1,sign,mprotsig,1024,0.219083
1,sign,mprotsig,2048,1.244595
1,sign,mprotsig,3072,3.526561
1,sign,mprotsig,4096,7.674271
1,verify,mprotsig,512,0.303791
1,verify,mprotsig,1024,0.630270
1,verify,mprotsig,2048,1.335394
1,verify,mprotsig,3072,2.243458
1,verify,mprotsig,4096,3.230358
1,sign,dr,512,5.520734
1,sign,dr,1024,21.189441
1,sign,dr,2048,110.005397
1,sign,dr,3072,278.735955
1,sign,dr,4096,557.901065
1,verify,dr,512,3.768022
1,verify,dr,1024,8.089992
1,verify,dr,2048,21.126648
1,verify,dr,3072,40.875461
1,verify,dr,4096,67.344463
1,sign,default,512,0.035188
1,sign,default,1024,0.176740
1,sign,default,2048,1.141301
1,sign,default,3072,3.356568
1,sign,default,4096,7.460744
1,verify,default,512,0.027640
1,verify,default,1024,0.081387
1,verify,default,2048,0.281870
1,verify,default,3072,0.607954
1,verify,default,4096,1.058448
1,sign,mtekmod,512,0.061211
1,sign,mtekmod,1024,0.228236
1,sign,mtekmod,2048,1.246162
1,sign,mtekmod,3072,3.511308
1,sign,mtekmod,4096,7.626940
1,verify,mtekmod,512,0.289784
1,verify,mtekmod,1024,0.251429
1,verify,mtekmod,2048,0.677677
1,verify,mtekmod,3072,0.986657
1,verify,mtekmod,4096,1.566644
1,sign,mtesig,512,0.050219
1,sign,mtesig,1024,0.207380
1,sign,mtesig,2048,1.192882
1,sign,mtesig,3072,3.421223
1,sign,mtesig,4096,7.527339
1,verify,mtesig,512,0.136626
1,verify,mtesig,1024,0.293286
1,verify,mtesig,2048,0.801871
1,verify,mtesig,3072,1.302821
1,verify,mtesig,4096,2.059216
1,sign,mprotsig,512,0.065176
1,sign,mprotsig,1024,0.217849
1,sign,mprotsig,2048,1.239945
1,sign,mprotsig,3072,3.508142
1,sign,mprotsig,4096,7.957364
1,verify,mprotsig,512,0.320100
1,verify,mprotsig,1024,0.628788
1,verify,mprotsig,2048,1.328294
1,verify,mprotsig,3072,2.216202
1,verify,mprotsig,4096,3.316829
1,sign,dr,512,5.523098
1,sign,dr,1024,21.228721
1,sign,dr,2048,109.859966
1,sign,dr,3072,278.138878
1,sign,dr,4096,557.493758
1,verify,dr,512,3.762389
1,verify,dr,1024,8.069300
1,verify,dr,2048,21.113368
1,verify,dr,3072,40.870709
1,verify,dr,4096,67.318604
