valid,0

"Full Results Table"

Benchmark,"Base Ref Time","Est. Base Run Time","Est. Base Ratio","Base Selected","Base Status","Peak Ref Time","Est. Peak Run Time","Est. Peak Ratio","Peak Selected","Peak Status",Description
400.perlbench,9770,1596.051616,6.121356,1,S,,,,,,"ref iteration #1"
400.perlbench,9770,1598.681391,6.111286,0,S,,,,,,"ref iteration #2"
400.perlbench,9770,1595.90104,6.121933,0,S,,,,,,"ref iteration #3"
401.bzip2,9650,1774.773867,5.437312,0,S,,,,,,"ref iteration #1"
401.bzip2,9650,1774.00394,5.439672,0,S,,,,,,"ref iteration #2"
401.bzip2,9650,1774.682763,5.437592,1,S,,,,,,"ref iteration #3"
403.gcc,8050,1108.328814,7.263188,0,S,,,,,,"ref iteration #1"
403.gcc,8050,1115.591307,7.215904,0,S,,,,,,"ref iteration #2"
403.gcc,8050,1112.654802,7.234948,1,S,,,,,,"ref iteration #3"
429.mcf,9120,3291.208089,2.771019,0,S,,,,,,"ref iteration #1"
429.mcf,9120,3279.963311,2.780519,1,S,,,,,,"ref iteration #2"
429.mcf,9120,3274.559983,2.785107,0,S,,,,,,"ref iteration #3"
445.gobmk,10490,1626.621831,6.448948,1,S,,,,,,"ref iteration #1"
445.gobmk,10490,1627.664758,6.444816,0,S,,,,,,"ref iteration #2"
445.gobmk,10490,1623.6611,6.460708,0,S,,,,,,"ref iteration #3"
456.hmmer,9330,1390.332571,6.710625,1,S,,,,,,"ref iteration #1"
456.hmmer,9330,1389.49224,6.714683,0,S,,,,,,"ref iteration #2"
456.hmmer,9330,1390.427266,6.710168,0,S,,,,,,"ref iteration #3"
458.sjeng,12100,2403.436395,5.034458,0,S,,,,,,"ref iteration #1"
458.sjeng,12100,2368.744195,5.108192,0,S,,,,,,"ref iteration #2"
458.sjeng,12100,2375.012757,5.094709,1,S,,,,,,"ref iteration #3"
462.libquantum,20720,1569.17263,13.204411,0,S,,,,,,"ref iteration #1"
462.libquantum,20720,1539.668106,13.457446,1,S,,,,,,"ref iteration #2"
462.libquantum,20720,1537.746081,13.474266,0,S,,,,,,"ref iteration #3"
464.h264ref,22130,2105.442476,10.510855,1,S,,,,,,"ref iteration #1"
464.h264ref,22130,2107.265114,10.501764,0,S,,,,,,"ref iteration #2"
464.h264ref,22130,2101.232871,10.531912,0,S,,,,,,"ref iteration #3"
471.omnetpp,6250,1727.130891,3.618718,0,S,,,,,,"ref iteration #1"
471.omnetpp,6250,1699.376101,3.67782,0,S,,,,,,"ref iteration #2"
471.omnetpp,6250,1708.811947,3.657512,1,S,,,,,,"ref iteration #3"
473.astar,7020,1382.026321,5.079498,1,S,,,,,,"ref iteration #1"
473.astar,7020,1384.56485,5.070185,0,S,,,,,,"ref iteration #2"
473.astar,7020,1377.104217,5.097653,0,S,,,,,,"ref iteration #3"
483.xalancbmk,6900,1068.210962,6.459398,1,S,,,,,,"ref iteration #1"
483.xalancbmk,6900,1073.344437,6.428505,0,S,,,,,,"ref iteration #2"
483.xalancbmk,6900,1062.0739,6.496723,0,S,,,,,,"ref iteration #3"

"Selected Results Table"

Benchmark,"Base Ref Time","Est. Base Run Time","Est. Base Ratio","Base Selected","Base Status","Peak Ref Time","Est. Peak Run Time","Est. Peak Ratio","Peak Selected","Peak Status",Description
400.perlbench,9770,1596.051616,6.121356,1,S,,,,,NR,"SelectedIteration (base #1)"
401.bzip2,9650,1774.682763,5.437592,1,S,,,,,NR,"SelectedIteration (base #3)"
403.gcc,8050,1112.654802,7.234948,1,S,,,,,NR,"SelectedIteration (base #3)"
429.mcf,9120,3279.963311,2.780519,1,S,,,,,NR,"SelectedIteration (base #2)"
445.gobmk,10490,1626.621831,6.448948,1,S,,,,,NR,"SelectedIteration (base #1)"
456.hmmer,9330,1390.332571,6.710625,1,S,,,,,NR,"SelectedIteration (base #1)"
458.sjeng,12100,2375.012757,5.094709,1,S,,,,,NR,"SelectedIteration (base #3)"
462.libquantum,20720,1539.668106,13.457446,1,S,,,,,NR,"SelectedIteration (base #2)"
464.h264ref,22130,2105.442476,10.510855,1,S,,,,,NR,"SelectedIteration (base #1)"
471.omnetpp,6250,1708.811947,3.657512,1,S,,,,,NR,"SelectedIteration (base #3)"
473.astar,7020,1382.026321,5.079498,1,S,,,,,NR,"SelectedIteration (base #1)"
483.xalancbmk,6900,1068.210962,6.459398,1,S,,,,,NR,"SelectedIteration (base #1)"

SPECint_base2006,6.070841,,6.070841
SPECint2006,"Not Run",,,,,,,"Not Run"

"Run number:",101

"Hardware Vendor:",
"Hardware Model:",
"Date tested:",Sep-2024
"CPU2006 License:",0
"Test sponsor:",
"Tested by:",
"Hardware avail:",Dec-9999
"Software avail:",Mar-2008


HARDWARE

"CPU Name"," "
"CPU Characteristics"," "
"CPU MHz"," "
FPU," "
"CPU(s) enabled"," cores,  chips,  cores/chip,  threads/core"
"CPU(s) orderable"," "
"Primary Cache"," "
"Secondary Cache"," "
"L3 Cache"," "
"Other Cache"," "
Memory," "
"Disk Subsystem"," "
"Other Hardware"," "

SOFTWARE

"Operating System","QEMU AArch64 Usermode"
Compiler,clang
"Auto Parallel",No
"File System"," "
"System State"," "
"Base Pointers",64-bit
"Peak Pointers","Not Applicable"
"Other Software",None

"Submit Notes"

"The config file option 'submit' was used."

"Base Compiler Invocation"
400.perlbench
401.bzip2
403.gcc
429.mcf
445.gobmk
456.hmmer
458.sjeng
462.libquantum
464.h264ref
471.omnetpp
473.astar
483.xalancbmk

"Base Portability Flags"
400.perlbench," -DSPEC_CPU_LP64"," -DSPEC_CPU_LINUX_X64"
401.bzip2," -DSPEC_CPU_LP64"
403.gcc," -DSPEC_CPU_LP64"
429.mcf," -DSPEC_CPU_LP64"
445.gobmk," -DSPEC_CPU_LP64"
456.hmmer," -DSPEC_CPU_LP64"
458.sjeng," -DSPEC_CPU_LP64"
462.libquantum," -DSPEC_CPU_LP64"," -DSPEC_CPU_LINUX"
464.h264ref," -DSPEC_CPU_LP64"
471.omnetpp," -DSPEC_CPU_LP64"
473.astar," -DSPEC_CPU_LP64"
483.xalancbmk," -DSPEC_CPU_LP64"," -DSPEC_CPU_LINUX"

"Base Optimization Flags"
400.perlbench
401.bzip2
403.gcc
429.mcf
445.gobmk
456.hmmer
458.sjeng
462.libquantum
464.h264ref
471.omnetpp
473.astar
483.xalancbmk

"Base Other Flags"
400.perlbench
401.bzip2
403.gcc
429.mcf
445.gobmk
456.hmmer
458.sjeng
462.libquantum
464.h264ref
471.omnetpp
473.astar
483.xalancbmk

"Base Forbidden Flags"
400.perlbench
401.bzip2
403.gcc
429.mcf
445.gobmk
456.hmmer
458.sjeng
462.libquantum
464.h264ref
471.omnetpp
473.astar
483.xalancbmk

