buffer_size 32768
Pin to CPU 4
Pointer Chasing: 21051824 cycles.
Pointer Chasing: 21089974 cycles.
Pointer Chasing: 20977744 cycles.
Pointer Chasing: 20988539 cycles.
Pointer Chasing: 21054503 cycles.
Pointer Chasing: 21096001 cycles.
Pointer Chasing: 21020820 cycles.
Pointer Chasing: 21058870 cycles.
Pointer Chasing: 20973383 cycles.
Pointer Chasing: 21068307 cycles.
Pointer Chasing: 21017252 cycles.
Pointer Chasing: 21019605 cycles.
Pointer Chasing: 20989092 cycles.
Pointer Chasing: 21051546 cycles.
Pointer Chasing: 21045709 cycles.
Pointer Chasing: 21045459 cycles.
Pointer Chasing: 20988710 cycles.
Pointer Chasing: 21066295 cycles.
Pointer Chasing: 20999605 cycles.
Pointer Chasing: 21061660 cycles.
Pointer Chasing: 21003267 cycles.
Pointer Chasing: 21048714 cycles.
Pointer Chasing: 21063362 cycles.
Pointer Chasing: 21031050 cycles.
Pointer Chasing: 21015914 cycles.
Pointer Chasing: 21036404 cycles.
Pointer Chasing: 20983123 cycles.
Pointer Chasing: 21034028 cycles.
Pointer Chasing: 20960181 cycles.
Pointer Chasing: 21011509 cycles.
Pointer Chasing: 21032621 cycles.
Pointer Chasing: 20997420 cycles.
Pointer Chasing: 21110428 cycles.
Pointer Chasing: 20993375 cycles.
Pointer Chasing: 21035075 cycles.
Pointer Chasing: 21018239 cycles.
Pointer Chasing: 21074714 cycles.
Pointer Chasing: 21010686 cycles.
Pointer Chasing: 21042858 cycles.
Pointer Chasing: 21015250 cycles.
Pointer Chasing: 21061753 cycles.
Pointer Chasing: 20994370 cycles.
Pointer Chasing: 21044401 cycles.
Pointer Chasing: 21020811 cycles.
Pointer Chasing: 21053511 cycles.
Pointer Chasing: 21057922 cycles.
Pointer Chasing: 21080591 cycles.
Pointer Chasing: 20984056 cycles.
Pointer Chasing: 21158005 cycles.
Pointer Chasing: 21103608 cycles.
Pointer Chasing: 21094858 cycles.
Pointer Chasing: 21101353 cycles.
Pointer Chasing: 21101413 cycles.
Pointer Chasing: 21040890 cycles.
Pointer Chasing: 21140027 cycles.
Pointer Chasing: 21222349 cycles.
Pointer Chasing: 21117183 cycles.
Pointer Chasing: 21153380 cycles.
Pointer Chasing: 21131062 cycles.
Pointer Chasing: 21172116 cycles.
Pointer Chasing: 21043823 cycles.
Pointer Chasing: 21086892 cycles.
Pointer Chasing: 21092103 cycles.
Pointer Chasing: 21237147 cycles.
Pointer Chasing: 21114846 cycles.
Pointer Chasing: 21229484 cycles.
Pointer Chasing: 21140331 cycles.
Pointer Chasing: 21257361 cycles.
Pointer Chasing: 21128523 cycles.
Pointer Chasing: 21179320 cycles.
Pointer Chasing: 21099112 cycles.
Pointer Chasing: 21211822 cycles.
Pointer Chasing: 21082575 cycles.
Pointer Chasing: 21230617 cycles.
Pointer Chasing: 21102074 cycles.
Pointer Chasing: 21154137 cycles.
Pointer Chasing: 21050820 cycles.
Pointer Chasing: 21060470 cycles.
Pointer Chasing: 20982753 cycles.
Pointer Chasing: 21050613 cycles.
Pointer Chasing: 21126752 cycles.
Pointer Chasing: 21072101 cycles.
Pointer Chasing: 21077382 cycles.
Pointer Chasing: 21254794 cycles.
Pointer Chasing: 21089658 cycles.
Pointer Chasing: 21055131 cycles.
Pointer Chasing: 21162038 cycles.
Pointer Chasing: 21175262 cycles.
Pointer Chasing: 21169005 cycles.
Pointer Chasing: 21166747 cycles.
Pointer Chasing: 21166963 cycles.
Pointer Chasing: 21029022 cycles.
Pointer Chasing: 21157560 cycles.
Pointer Chasing: 21191715 cycles.
Pointer Chasing: 21198738 cycles.
Pointer Chasing: 21116685 cycles.
Pointer Chasing: 21187690 cycles.
Pointer Chasing: 21164688 cycles.
Pointer Chasing: 21076132 cycles.
Pointer Chasing: 21184635 cycles.
Pointer Chasing: 21126082 cycles.
Pointer Chasing: 21192607 cycles.
Pointer Chasing: 21162512 cycles.
Pointer Chasing: 21221545 cycles.
Pointer Chasing: 21097537 cycles.
Pointer Chasing: 21181634 cycles.
Pointer Chasing: 21259845 cycles.
Pointer Chasing: 21105945 cycles.
Pointer Chasing: 21067407 cycles.
Pointer Chasing: 21062323 cycles.
Pointer Chasing: 21059080 cycles.
Pointer Chasing: 21052620 cycles.
Pointer Chasing: 21017721 cycles.
Pointer Chasing: 21109950 cycles.
Pointer Chasing: 21001077 cycles.
Pointer Chasing: 21081735 cycles.
Pointer Chasing: 21099078 cycles.
Pointer Chasing: 21016286 cycles.
Pointer Chasing: 20973204 cycles.
Pointer Chasing: 21067497 cycles.
Pointer Chasing: 21031016 cycles.
Pointer Chasing: 21005756 cycles.
Pointer Chasing: 21014595 cycles.
Pointer Chasing: 20963240 cycles.
Pointer Chasing: 21019878 cycles.
Pointer Chasing: 20972817 cycles.
Pointer Chasing: 21066409 cycles.
Pointer Chasing: 20997815 cycles.
Pointer Chasing: 21065507 cycles.
Pointer Chasing: 21042617 cycles.
Pointer Chasing: 21074441 cycles.
Pointer Chasing: 20952026 cycles.
Pointer Chasing: 21027594 cycles.
Pointer Chasing: 20995921 cycles.
Pointer Chasing: 21078921 cycles.
Pointer Chasing: 20971804 cycles.
Pointer Chasing: 21088806 cycles.
Pointer Chasing: 20987664 cycles.
Pointer Chasing: 21029382 cycles.
Pointer Chasing: 20963456 cycles.
Pointer Chasing: 21040065 cycles.
Pointer Chasing: 20961284 cycles.
Pointer Chasing: 21052802 cycles.
Pointer Chasing: 21024602 cycles.
Pointer Chasing: 20951574 cycles.
Pointer Chasing: 21027867 cycles.
Pointer Chasing: 21015908 cycles.
Pointer Chasing: 21085184 cycles.
Pointer Chasing: 20995360 cycles.
Pointer Chasing: 21031059 cycles.
Pointer Chasing: 20978259 cycles.
Pointer Chasing: 21048630 cycles.
Pointer Chasing: 20990331 cycles.
Pointer Chasing: 21054301 cycles.
Pointer Chasing: 21005131 cycles.
Pointer Chasing: 21063504 cycles.
Pointer Chasing: 20967400 cycles.
Pointer Chasing: 21057056 cycles.
Pointer Chasing: 21017674 cycles.
Pointer Chasing: 21082089 cycles.
Pointer Chasing: 21042291 cycles.
Pointer Chasing: 21049724 cycles.
Pointer Chasing: 20988231 cycles.
Pointer Chasing: 20974705 cycles.
Pointer Chasing: 21107186 cycles.
Pointer Chasing: 21049812 cycles.
Pointer Chasing: 20977128 cycles.
Pointer Chasing: 20947351 cycles.
Pointer Chasing: 21033269 cycles.
Pointer Chasing: 21004074 cycles.
Pointer Chasing: 21109780 cycles.
Pointer Chasing: 21085555 cycles.
Pointer Chasing: 21076491 cycles.
Pointer Chasing: 20994805 cycles.
Pointer Chasing: 21001877 cycles.
Pointer Chasing: 21063221 cycles.
Pointer Chasing: 21076025 cycles.
Pointer Chasing: 21025365 cycles.
Pointer Chasing: 21093301 cycles.
Pointer Chasing: 21085234 cycles.
Pointer Chasing: 21113531 cycles.
Pointer Chasing: 21072750 cycles.
Pointer Chasing: 21164346 cycles.
Pointer Chasing: 21165421 cycles.
Pointer Chasing: 21153076 cycles.
Pointer Chasing: 21137280 cycles.
Pointer Chasing: 21162942 cycles.
Pointer Chasing: 21330943 cycles.
Pointer Chasing: 21018697 cycles.
Pointer Chasing: 21057805 cycles.
Pointer Chasing: 21088031 cycles.
Pointer Chasing: 21063691 cycles.
Pointer Chasing: 20962212 cycles.
Pointer Chasing: 21078053 cycles.
Pointer Chasing: 21016433 cycles.
Pointer Chasing: 21069405 cycles.
Pointer Chasing: 21021579 cycles.
Pointer Chasing: 20959178 cycles.
Pointer Chasing: 20978334 cycles.
Pointer Chasing: 21055349 cycles.
Pointer Chasing: 20992975 cycles.
Pointer Chasing: 21044754 cycles.
Pointer Chasing: 20942526 cycles.
Pointer Chasing: 20980828 cycles.
Pointer Chasing: 21029990 cycles.
Pointer Chasing: 21050300 cycles.
Pointer Chasing: 20977408 cycles.
Pointer Chasing: 21034709 cycles.
Pointer Chasing: 21025386 cycles.
Pointer Chasing: 21025794 cycles.
Pointer Chasing: 21094853 cycles.
Pointer Chasing: 21096346 cycles.
Pointer Chasing: 21137792 cycles.
Pointer Chasing: 21206298 cycles.
Pointer Chasing: 21134437 cycles.
Pointer Chasing: 21142134 cycles.
Pointer Chasing: 21107821 cycles.
Pointer Chasing: 21156579 cycles.
Pointer Chasing: 21096526 cycles.
Pointer Chasing: 21068903 cycles.
Pointer Chasing: 20965506 cycles.
Pointer Chasing: 20976091 cycles.
Pointer Chasing: 21160753 cycles.
Pointer Chasing: 20970092 cycles.
Pointer Chasing: 21000443 cycles.
Pointer Chasing: 20956953 cycles.
Pointer Chasing: 21069678 cycles.
Pointer Chasing: 20979385 cycles.
Pointer Chasing: 21066978 cycles.
Pointer Chasing: 20957146 cycles.
Pointer Chasing: 21040816 cycles.
Pointer Chasing: 21050281 cycles.
Pointer Chasing: 20966538 cycles.
Pointer Chasing: 20946187 cycles.
Pointer Chasing: 21061334 cycles.
Pointer Chasing: 21021715 cycles.
Pointer Chasing: 20975412 cycles.
Pointer Chasing: 21037311 cycles.
Pointer Chasing: 20984511 cycles.
Pointer Chasing: 21014189 cycles.
Pointer Chasing: 21002384 cycles.
Pointer Chasing: 21013085 cycles.
Pointer Chasing: 20948714 cycles.
Pointer Chasing: 20929538 cycles.
Pointer Chasing: 21039735 cycles.
Pointer Chasing: 21083799 cycles.
Pointer Chasing: 21160404 cycles.
Pointer Chasing: 21063158 cycles.
Pointer Chasing: 21152753 cycles.
Pointer Chasing: 21139074 cycles.
Pointer Chasing: 21113870 cycles.
Pointer Chasing: 21178558 cycles.
Pointer Chasing: 21083800 cycles.
Pointer Chasing: 21236694 cycles.
Pointer Chasing: 20983777 cycles.
Pointer Chasing: 21118436 cycles.
Pointer Chasing: 21037904 cycles.
Pointer Chasing: 21212552 cycles.
Pointer Chasing: 21090583 cycles.
Pointer Chasing: 21126517 cycles.
Pointer Chasing: 20950685 cycles.
Pointer Chasing: 21082636 cycles.
Pointer Chasing: 21017990 cycles.
Pointer Chasing: 20997024 cycles.
Pointer Chasing: 21067354 cycles.
Pointer Chasing: 21110020 cycles.
Pointer Chasing: 21053569 cycles.
Pointer Chasing: 21085462 cycles.
Pointer Chasing: 21000397 cycles.
Pointer Chasing: 21006318 cycles.
Pointer Chasing: 21004797 cycles.
Pointer Chasing: 21125042 cycles.
Pointer Chasing: 21070999 cycles.
Pointer Chasing: 21004364 cycles.
Pointer Chasing: 20966848 cycles.
Pointer Chasing: 21072731 cycles.
Pointer Chasing: 21023947 cycles.
Pointer Chasing: 21019823 cycles.
Pointer Chasing: 20994476 cycles.
Pointer Chasing: 21025399 cycles.
Pointer Chasing: 21003967 cycles.
Pointer Chasing: 21027739 cycles.
Pointer Chasing: 20985518 cycles.
Pointer Chasing: 21136087 cycles.
Pointer Chasing: 21010789 cycles.
Pointer Chasing: 21058097 cycles.
Pointer Chasing: 21049327 cycles.
Pointer Chasing: 21039344 cycles.
Pointer Chasing: 21080958 cycles.
Pointer Chasing: 21065881 cycles.
Pointer Chasing: 21013979 cycles.
Pointer Chasing: 21002412 cycles.
Pointer Chasing: 20974196 cycles.
Pointer Chasing: 21019391 cycles.
Pointer Chasing: 20959603 cycles.
Pointer Chasing: 21005344 cycles.
Pointer Chasing: 20960924 cycles.
Pointer Chasing: 21029880 cycles.
Pointer Chasing: 21030939 cycles.
Pointer Chasing: 20974280 cycles.
Pointer Chasing: 20990973 cycles.
Pointer Chasing: 21131844 cycles.
Pointer Chasing: 21044214 cycles.
Pointer Chasing: 21061678 cycles.
Pointer Chasing: 21025167 cycles.
Pointer Chasing: 21020044 cycles.
Pointer Chasing: 20969286 cycles.
Pointer Chasing: 21093477 cycles.
Pointer Chasing: 21058721 cycles.
Pointer Chasing: 21015194 cycles.
Pointer Chasing: 20972865 cycles.
Pointer Chasing: 21043897 cycles.
Pointer Chasing: 20983007 cycles.
Pointer Chasing: 21017668 cycles.
Pointer Chasing: 21001995 cycles.
Pointer Chasing: 21028027 cycles.
Pointer Chasing: 21011738 cycles.
Pointer Chasing: 21054525 cycles.
Pointer Chasing: 20980912 cycles.
Pointer Chasing: 21063206 cycles.
Pointer Chasing: 21002039 cycles.
Pointer Chasing: 21104378 cycles.
Pointer Chasing: 21028731 cycles.
Pointer Chasing: 21030831 cycles.
Pointer Chasing: 20992267 cycles.
Pointer Chasing: 21049879 cycles.
Pointer Chasing: 21048094 cycles.
Pointer Chasing: 20986600 cycles.
Pointer Chasing: 21054726 cycles.
Pointer Chasing: 21086309 cycles.
Pointer Chasing: 20987087 cycles.
Pointer Chasing: 21012875 cycles.
Pointer Chasing: 21007541 cycles.
Pointer Chasing: 20995380 cycles.
Pointer Chasing: 21076263 cycles.
Pointer Chasing: 20946046 cycles.
Pointer Chasing: 21034702 cycles.
Pointer Chasing: 20998034 cycles.
Pointer Chasing: 21015863 cycles.
Pointer Chasing: 20974414 cycles.
Pointer Chasing: 21043326 cycles.
Pointer Chasing: 20955799 cycles.
Pointer Chasing: 21068812 cycles.
Pointer Chasing: 21054182 cycles.
Pointer Chasing: 21007825 cycles.
Pointer Chasing: 21019797 cycles.
Pointer Chasing: 21051407 cycles.
Pointer Chasing: 21023791 cycles.
Pointer Chasing: 21049622 cycles.
Pointer Chasing: 20957772 cycles.
Pointer Chasing: 21036323 cycles.
Pointer Chasing: 20970278 cycles.
Pointer Chasing: 21096921 cycles.
Pointer Chasing: 20988379 cycles.
Pointer Chasing: 21021325 cycles.
Pointer Chasing: 20947142 cycles.
Pointer Chasing: 21105773 cycles.
Pointer Chasing: 21001889 cycles.
Pointer Chasing: 21001848 cycles.
Pointer Chasing: 20989216 cycles.
Pointer Chasing: 20990969 cycles.
Pointer Chasing: 20980211 cycles.
Pointer Chasing: 21020373 cycles.
Pointer Chasing: 20971256 cycles.
Pointer Chasing: 21008934 cycles.
Pointer Chasing: 21122273 cycles.
Pointer Chasing: 21140127 cycles.
Pointer Chasing: 21107732 cycles.
Pointer Chasing: 21101711 cycles.
Pointer Chasing: 21180461 cycles.
Pointer Chasing: 20978343 cycles.
Pointer Chasing: 21124227 cycles.
Pointer Chasing: 21111563 cycles.
Pointer Chasing: 21066290 cycles.
Pointer Chasing: 21228355 cycles.
Pointer Chasing: 21165259 cycles.
Pointer Chasing: 21112999 cycles.
Pointer Chasing: 21199888 cycles.
Pointer Chasing: 21198281 cycles.
Pointer Chasing: 21178343 cycles.
Pointer Chasing: 21149595 cycles.
Pointer Chasing: 21155232 cycles.
Pointer Chasing: 21047426 cycles.
Pointer Chasing: 21035663 cycles.
Pointer Chasing: 20968271 cycles.
Pointer Chasing: 21031611 cycles.
Pointer Chasing: 21049712 cycles.
Pointer Chasing: 21057515 cycles.
Pointer Chasing: 21041840 cycles.
Pointer Chasing: 20976997 cycles.
Pointer Chasing: 20987824 cycles.
Pointer Chasing: 21052364 cycles.
Pointer Chasing: 21010212 cycles.
Pointer Chasing: 20993456 cycles.
Pointer Chasing: 20949291 cycles.
Pointer Chasing: 21058594 cycles.
Pointer Chasing: 20993672 cycles.
Pointer Chasing: 21073790 cycles.
Pointer Chasing: 20952233 cycles.
Pointer Chasing: 21064213 cycles.
Pointer Chasing: 20946359 cycles.
Pointer Chasing: 21019344 cycles.
Pointer Chasing: 21000696 cycles.
Pointer Chasing: 21007547 cycles.
Pointer Chasing: 21023303 cycles.
Pointer Chasing: 20992485 cycles.
Pointer Chasing: 21058545 cycles.
Pointer Chasing: 20964096 cycles.
Pointer Chasing: 20922856 cycles.
Pointer Chasing: 21076593 cycles.
Pointer Chasing: 21037775 cycles.
Pointer Chasing: 20980044 cycles.
Pointer Chasing: 21035146 cycles.
Pointer Chasing: 21017438 cycles.
Pointer Chasing: 21071936 cycles.
Pointer Chasing: 21074006 cycles.
Pointer Chasing: 21009927 cycles.
Pointer Chasing: 21119819 cycles.
Pointer Chasing: 20958177 cycles.
Pointer Chasing: 21012338 cycles.
Pointer Chasing: 20949931 cycles.
Pointer Chasing: 20993934 cycles.
Pointer Chasing: 20953321 cycles.
Pointer Chasing: 21018323 cycles.
Pointer Chasing: 20996571 cycles.
Pointer Chasing: 20954506 cycles.
Pointer Chasing: 20985204 cycles.
Pointer Chasing: 20937439 cycles.
Pointer Chasing: 21050649 cycles.
Pointer Chasing: 21006352 cycles.
Pointer Chasing: 20955798 cycles.
Pointer Chasing: 21012954 cycles.
Pointer Chasing: 21046259 cycles.
Pointer Chasing: 21050395 cycles.
Pointer Chasing: 20964719 cycles.
Pointer Chasing: 21000622 cycles.
Pointer Chasing: 21016604 cycles.
Pointer Chasing: 21254217 cycles.
Pointer Chasing: 21155897 cycles.
Pointer Chasing: 21057972 cycles.
Pointer Chasing: 21223329 cycles.
Pointer Chasing: 21033278 cycles.
Pointer Chasing: 21024569 cycles.
Pointer Chasing: 21015798 cycles.
Pointer Chasing: 21000934 cycles.
Pointer Chasing: 21029169 cycles.
Pointer Chasing: 21076054 cycles.
buffer_size 229376
Pin to CPU 4
lfsr_bit 25
Pointer Chasing: 23400225 cycles.
Pointer Chasing: 22641148 cycles.
Pointer Chasing: 22050390 cycles.
Pointer Chasing: 22016869 cycles.
Pointer Chasing: 22109120 cycles.
Pointer Chasing: 22037238 cycles.
Pointer Chasing: 21984531 cycles.
Pointer Chasing: 22092545 cycles.
Pointer Chasing: 21942380 cycles.
Pointer Chasing: 22039166 cycles.
Pointer Chasing: 22039612 cycles.
Pointer Chasing: 21904912 cycles.
Pointer Chasing: 21973534 cycles.
Pointer Chasing: 21955037 cycles.
Pointer Chasing: 22027932 cycles.
Pointer Chasing: 21957447 cycles.
Pointer Chasing: 22103561 cycles.
Pointer Chasing: 21928840 cycles.
Pointer Chasing: 21970290 cycles.
Pointer Chasing: 21907311 cycles.
Pointer Chasing: 21874742 cycles.
Pointer Chasing: 21902899 cycles.
Pointer Chasing: 21851577 cycles.
Pointer Chasing: 21858161 cycles.
Pointer Chasing: 21845929 cycles.
Pointer Chasing: 21887397 cycles.
Pointer Chasing: 21933748 cycles.
Pointer Chasing: 21843521 cycles.
Pointer Chasing: 21843858 cycles.
Pointer Chasing: 21823582 cycles.
Pointer Chasing: 21892752 cycles.
Pointer Chasing: 21764784 cycles.
Pointer Chasing: 21907928 cycles.
Pointer Chasing: 21839760 cycles.
Pointer Chasing: 21844902 cycles.
Pointer Chasing: 21778221 cycles.
Pointer Chasing: 21893129 cycles.
Pointer Chasing: 21869062 cycles.
Pointer Chasing: 21823457 cycles.
Pointer Chasing: 21898135 cycles.
Pointer Chasing: 21798296 cycles.
Pointer Chasing: 21885781 cycles.
Pointer Chasing: 21891035 cycles.
Pointer Chasing: 21796725 cycles.
Pointer Chasing: 21957795 cycles.
Pointer Chasing: 22007930 cycles.
Pointer Chasing: 21974279 cycles.
Pointer Chasing: 21940796 cycles.
Pointer Chasing: 21959602 cycles.
Pointer Chasing: 21953174 cycles.
Pointer Chasing: 21911470 cycles.
Pointer Chasing: 22020235 cycles.
Pointer Chasing: 22006463 cycles.
Pointer Chasing: 21877665 cycles.
Pointer Chasing: 21802170 cycles.
Pointer Chasing: 21925204 cycles.
Pointer Chasing: 21856680 cycles.
Pointer Chasing: 21793215 cycles.
Pointer Chasing: 21874494 cycles.
Pointer Chasing: 21782109 cycles.
Pointer Chasing: 21861216 cycles.
Pointer Chasing: 21916130 cycles.
Pointer Chasing: 21804707 cycles.
Pointer Chasing: 21882348 cycles.
Pointer Chasing: 21853672 cycles.
Pointer Chasing: 21842698 cycles.
Pointer Chasing: 21762393 cycles.
Pointer Chasing: 21849297 cycles.
Pointer Chasing: 21914189 cycles.
Pointer Chasing: 21854822 cycles.
Pointer Chasing: 21852023 cycles.
Pointer Chasing: 21799133 cycles.
Pointer Chasing: 21826745 cycles.
Pointer Chasing: 21771734 cycles.
Pointer Chasing: 21967420 cycles.
Pointer Chasing: 21838120 cycles.
Pointer Chasing: 21865902 cycles.
Pointer Chasing: 21856669 cycles.
Pointer Chasing: 21748105 cycles.
Pointer Chasing: 21885829 cycles.
Pointer Chasing: 21803607 cycles.
Pointer Chasing: 21877006 cycles.
Pointer Chasing: 21868409 cycles.
Pointer Chasing: 21815806 cycles.
Pointer Chasing: 21856394 cycles.
Pointer Chasing: 21779597 cycles.
Pointer Chasing: 21835843 cycles.
Pointer Chasing: 21829521 cycles.
Pointer Chasing: 21850881 cycles.
Pointer Chasing: 21784747 cycles.
Pointer Chasing: 21877782 cycles.
Pointer Chasing: 21824218 cycles.
Pointer Chasing: 21953015 cycles.
Pointer Chasing: 21996053 cycles.
Pointer Chasing: 21851295 cycles.
Pointer Chasing: 21906638 cycles.
Pointer Chasing: 21823835 cycles.
Pointer Chasing: 22055344 cycles.
Pointer Chasing: 21929591 cycles.
Pointer Chasing: 21986346 cycles.
Pointer Chasing: 22044890 cycles.
Pointer Chasing: 21936334 cycles.
Pointer Chasing: 21929404 cycles.
Pointer Chasing: 22030323 cycles.
Pointer Chasing: 22017678 cycles.
Pointer Chasing: 21911398 cycles.
Pointer Chasing: 22039915 cycles.
Pointer Chasing: 22103940 cycles.
Pointer Chasing: 21898552 cycles.
Pointer Chasing: 21977928 cycles.
Pointer Chasing: 21901051 cycles.
Pointer Chasing: 22006670 cycles.
Pointer Chasing: 21948813 cycles.
Pointer Chasing: 22029366 cycles.
Pointer Chasing: 21886660 cycles.
Pointer Chasing: 22037578 cycles.
Pointer Chasing: 22034501 cycles.
Pointer Chasing: 21916509 cycles.
Pointer Chasing: 21978121 cycles.
Pointer Chasing: 21909142 cycles.
Pointer Chasing: 22031210 cycles.
Pointer Chasing: 22045373 cycles.
Pointer Chasing: 21937527 cycles.
Pointer Chasing: 22026546 cycles.
Pointer Chasing: 21833072 cycles.
Pointer Chasing: 21934075 cycles.
Pointer Chasing: 21768265 cycles.
Pointer Chasing: 21817919 cycles.
Pointer Chasing: 21906224 cycles.
Pointer Chasing: 21807584 cycles.
Pointer Chasing: 21803950 cycles.
Pointer Chasing: 21914668 cycles.
Pointer Chasing: 21886260 cycles.
Pointer Chasing: 21774876 cycles.
Pointer Chasing: 21905598 cycles.
Pointer Chasing: 21842840 cycles.
Pointer Chasing: 21789653 cycles.
Pointer Chasing: 21893413 cycles.
Pointer Chasing: 21833162 cycles.
Pointer Chasing: 21850484 cycles.
Pointer Chasing: 21782136 cycles.
Pointer Chasing: 21896176 cycles.
Pointer Chasing: 21878364 cycles.
Pointer Chasing: 21804351 cycles.
Pointer Chasing: 21890591 cycles.
Pointer Chasing: 21749482 cycles.
Pointer Chasing: 21844984 cycles.
Pointer Chasing: 21967217 cycles.
Pointer Chasing: 21884214 cycles.
Pointer Chasing: 21843336 cycles.
Pointer Chasing: 21850087 cycles.
Pointer Chasing: 21838123 cycles.
Pointer Chasing: 21771152 cycles.
Pointer Chasing: 21866581 cycles.
Pointer Chasing: 21880633 cycles.
Pointer Chasing: 21823369 cycles.
Pointer Chasing: 21851681 cycles.
Pointer Chasing: 21813976 cycles.
Pointer Chasing: 21855100 cycles.
Pointer Chasing: 21819185 cycles.
Pointer Chasing: 21905699 cycles.
Pointer Chasing: 21873073 cycles.
Pointer Chasing: 21851951 cycles.
Pointer Chasing: 21870840 cycles.
Pointer Chasing: 21903800 cycles.
Pointer Chasing: 21828059 cycles.
Pointer Chasing: 21857884 cycles.
Pointer Chasing: 21923624 cycles.
Pointer Chasing: 21799603 cycles.
Pointer Chasing: 21847468 cycles.
Pointer Chasing: 21843286 cycles.
Pointer Chasing: 21796558 cycles.
Pointer Chasing: 21874659 cycles.
Pointer Chasing: 21926511 cycles.
Pointer Chasing: 22010331 cycles.
Pointer Chasing: 21829250 cycles.
Pointer Chasing: 21927922 cycles.
Pointer Chasing: 21798132 cycles.
Pointer Chasing: 21850274 cycles.
Pointer Chasing: 21911131 cycles.
Pointer Chasing: 21793013 cycles.
Pointer Chasing: 21856785 cycles.
Pointer Chasing: 21905002 cycles.
Pointer Chasing: 21846748 cycles.
Pointer Chasing: 21777274 cycles.
Pointer Chasing: 21830895 cycles.
Pointer Chasing: 21806021 cycles.
Pointer Chasing: 21850300 cycles.
Pointer Chasing: 21819325 cycles.
Pointer Chasing: 22016527 cycles.
Pointer Chasing: 21799771 cycles.
Pointer Chasing: 21794604 cycles.
Pointer Chasing: 21907224 cycles.
Pointer Chasing: 21774815 cycles.
Pointer Chasing: 21898713 cycles.
Pointer Chasing: 21915066 cycles.
Pointer Chasing: 21964527 cycles.
Pointer Chasing: 21943884 cycles.
Pointer Chasing: 21933879 cycles.
Pointer Chasing: 21952686 cycles.
Pointer Chasing: 21953306 cycles.
Pointer Chasing: 21903759 cycles.
Pointer Chasing: 21935569 cycles.
Pointer Chasing: 21985650 cycles.
Pointer Chasing: 21872526 cycles.
Pointer Chasing: 22050252 cycles.
Pointer Chasing: 22007711 cycles.
Pointer Chasing: 21899624 cycles.
Pointer Chasing: 21942319 cycles.
Pointer Chasing: 21890100 cycles.
Pointer Chasing: 21927342 cycles.
Pointer Chasing: 22034206 cycles.
Pointer Chasing: 21788565 cycles.
Pointer Chasing: 21844076 cycles.
Pointer Chasing: 21831045 cycles.
Pointer Chasing: 22029932 cycles.
Pointer Chasing: 21800900 cycles.
Pointer Chasing: 21856307 cycles.
Pointer Chasing: 21863438 cycles.
Pointer Chasing: 21827176 cycles.
Pointer Chasing: 21886676 cycles.
Pointer Chasing: 21822607 cycles.
Pointer Chasing: 21914552 cycles.
Pointer Chasing: 21780375 cycles.
Pointer Chasing: 21876528 cycles.
Pointer Chasing: 21877134 cycles.
Pointer Chasing: 21831727 cycles.
Pointer Chasing: 21878015 cycles.
Pointer Chasing: 21789397 cycles.
Pointer Chasing: 21876874 cycles.
Pointer Chasing: 21837109 cycles.
Pointer Chasing: 21806816 cycles.
Pointer Chasing: 21836850 cycles.
Pointer Chasing: 21810310 cycles.
Pointer Chasing: 21918912 cycles.
Pointer Chasing: 21787160 cycles.
Pointer Chasing: 21906128 cycles.
Pointer Chasing: 21861753 cycles.
Pointer Chasing: 21841372 cycles.
Pointer Chasing: 21852385 cycles.
Pointer Chasing: 21867919 cycles.
Pointer Chasing: 21837423 cycles.
Pointer Chasing: 21813124 cycles.
Pointer Chasing: 21885759 cycles.
Pointer Chasing: 21912872 cycles.
Pointer Chasing: 21877980 cycles.
Pointer Chasing: 21838036 cycles.
Pointer Chasing: 21803018 cycles.
Pointer Chasing: 21919720 cycles.
Pointer Chasing: 21786343 cycles.
Pointer Chasing: 21942577 cycles.
Pointer Chasing: 21904908 cycles.
Pointer Chasing: 21781383 cycles.
Pointer Chasing: 21867010 cycles.
Pointer Chasing: 21795268 cycles.
Pointer Chasing: 21952745 cycles.
Pointer Chasing: 21867399 cycles.
Pointer Chasing: 21828662 cycles.
Pointer Chasing: 21822763 cycles.
Pointer Chasing: 21870333 cycles.
Pointer Chasing: 21856196 cycles.
Pointer Chasing: 21790488 cycles.
Pointer Chasing: 21916073 cycles.
Pointer Chasing: 21870390 cycles.
Pointer Chasing: 21786023 cycles.
Pointer Chasing: 21861054 cycles.
Pointer Chasing: 21815766 cycles.
Pointer Chasing: 21971266 cycles.
Pointer Chasing: 21796664 cycles.
Pointer Chasing: 21898354 cycles.
Pointer Chasing: 21859681 cycles.
Pointer Chasing: 21795202 cycles.
Pointer Chasing: 21840108 cycles.
Pointer Chasing: 21783312 cycles.
Pointer Chasing: 21838343 cycles.
Pointer Chasing: 21767235 cycles.
Pointer Chasing: 21899109 cycles.
Pointer Chasing: 21852967 cycles.
Pointer Chasing: 21805303 cycles.
Pointer Chasing: 21871219 cycles.
Pointer Chasing: 21787536 cycles.
Pointer Chasing: 21908524 cycles.
Pointer Chasing: 21813167 cycles.
Pointer Chasing: 21845204 cycles.
Pointer Chasing: 21785715 cycles.
Pointer Chasing: 21854192 cycles.
Pointer Chasing: 21821373 cycles.
