buffer_size 32768
Pin to CPU 4
Pointer Chasing: 2978505 cycles.
Pointer Chasing: 2973847 cycles.
Pointer Chasing: 3031242 cycles.
Pointer Chasing: 2955990 cycles.
Pointer Chasing: 2961508 cycles.
Pointer Chasing: 3028114 cycles.
Pointer Chasing: 2972505 cycles.
Pointer Chasing: 2962811 cycles.
Pointer Chasing: 3044027 cycles.
Pointer Chasing: 2977743 cycles.
Pointer Chasing: 2976619 cycles.
Pointer Chasing: 3015165 cycles.
Pointer Chasing: 3014079 cycles.
Pointer Chasing: 2971485 cycles.
Pointer Chasing: 3077792 cycles.
Pointer Chasing: 2974035 cycles.
Pointer Chasing: 2967483 cycles.
Pointer Chasing: 3027524 cycles.
Pointer Chasing: 2965992 cycles.
Pointer Chasing: 2970753 cycles.
Pointer Chasing: 2958463 cycles.
Pointer Chasing: 2983593 cycles.
Pointer Chasing: 2965979 cycles.
Pointer Chasing: 2978315 cycles.
Pointer Chasing: 3045100 cycles.
Pointer Chasing: 2982936 cycles.
Pointer Chasing: 2977195 cycles.
Pointer Chasing: 2992440 cycles.
Pointer Chasing: 2969801 cycles.
Pointer Chasing: 2969754 cycles.
Pointer Chasing: 2987203 cycles.
Pointer Chasing: 2976194 cycles.
Pointer Chasing: 2967143 cycles.
Pointer Chasing: 2977717 cycles.
Pointer Chasing: 2976139 cycles.
Pointer Chasing: 2964509 cycles.
Pointer Chasing: 2962762 cycles.
Pointer Chasing: 2999896 cycles.
Pointer Chasing: 2985725 cycles.
Pointer Chasing: 2964116 cycles.
Pointer Chasing: 2990529 cycles.
Pointer Chasing: 2957048 cycles.
Pointer Chasing: 2975516 cycles.
Pointer Chasing: 2982625 cycles.
Pointer Chasing: 2968326 cycles.
Pointer Chasing: 2967282 cycles.
Pointer Chasing: 3021149 cycles.
Pointer Chasing: 2972057 cycles.
Pointer Chasing: 2963775 cycles.
Pointer Chasing: 3056311 cycles.
Pointer Chasing: 2969508 cycles.
Pointer Chasing: 2967652 cycles.
Pointer Chasing: 3093016 cycles.
Pointer Chasing: 2962907 cycles.
Pointer Chasing: 2979683 cycles.
Pointer Chasing: 2969109 cycles.
Pointer Chasing: 3029411 cycles.
Pointer Chasing: 2958636 cycles.
Pointer Chasing: 2973564 cycles.
Pointer Chasing: 3033474 cycles.
Pointer Chasing: 2976225 cycles.
Pointer Chasing: 2963416 cycles.
Pointer Chasing: 2989957 cycles.
Pointer Chasing: 2969472 cycles.
Pointer Chasing: 2955815 cycles.
Pointer Chasing: 3082822 cycles.
Pointer Chasing: 2981459 cycles.
Pointer Chasing: 2967613 cycles.
Pointer Chasing: 2988577 cycles.
Pointer Chasing: 2974730 cycles.
Pointer Chasing: 2971697 cycles.
Pointer Chasing: 2979734 cycles.
Pointer Chasing: 2966468 cycles.
Pointer Chasing: 2978442 cycles.
Pointer Chasing: 2967136 cycles.
Pointer Chasing: 3067718 cycles.
Pointer Chasing: 2967789 cycles.
Pointer Chasing: 2950945 cycles.
Pointer Chasing: 3038611 cycles.
Pointer Chasing: 2969320 cycles.
Pointer Chasing: 2979249 cycles.
Pointer Chasing: 3024786 cycles.
Pointer Chasing: 2978961 cycles.
Pointer Chasing: 2963465 cycles.
Pointer Chasing: 2989437 cycles.
Pointer Chasing: 2966637 cycles.
Pointer Chasing: 2971452 cycles.
Pointer Chasing: 3035420 cycles.
Pointer Chasing: 2971825 cycles.
Pointer Chasing: 2982937 cycles.
Pointer Chasing: 2977537 cycles.
Pointer Chasing: 2956508 cycles.
Pointer Chasing: 2976153 cycles.
Pointer Chasing: 2977331 cycles.
Pointer Chasing: 2995389 cycles.
Pointer Chasing: 2959669 cycles.
Pointer Chasing: 2965209 cycles.
Pointer Chasing: 3023773 cycles.
Pointer Chasing: 2965982 cycles.
Pointer Chasing: 2967558 cycles.
Pointer Chasing: 3040453 cycles.
Pointer Chasing: 2987169 cycles.
Pointer Chasing: 2969730 cycles.
Pointer Chasing: 3035078 cycles.
Pointer Chasing: 2949317 cycles.
Pointer Chasing: 2953540 cycles.
Pointer Chasing: 2974292 cycles.
Pointer Chasing: 2970662 cycles.
Pointer Chasing: 2965889 cycles.
Pointer Chasing: 2981870 cycles.
Pointer Chasing: 2972983 cycles.
Pointer Chasing: 2975989 cycles.
Pointer Chasing: 2960420 cycles.
Pointer Chasing: 3036432 cycles.
Pointer Chasing: 2959893 cycles.
Pointer Chasing: 2984156 cycles.
Pointer Chasing: 3029186 cycles.
Pointer Chasing: 2980342 cycles.
Pointer Chasing: 2970383 cycles.
Pointer Chasing: 3018983 cycles.
Pointer Chasing: 2969496 cycles.
Pointer Chasing: 2957275 cycles.
Pointer Chasing: 2976304 cycles.
Pointer Chasing: 2969469 cycles.
Pointer Chasing: 2968341 cycles.
Pointer Chasing: 3027296 cycles.
Pointer Chasing: 2983154 cycles.
Pointer Chasing: 2971909 cycles.
Pointer Chasing: 2984640 cycles.
Pointer Chasing: 2969498 cycles.
Pointer Chasing: 2968592 cycles.
Pointer Chasing: 3061424 cycles.
Pointer Chasing: 2964041 cycles.
Pointer Chasing: 2961082 cycles.
Pointer Chasing: 2976118 cycles.
Pointer Chasing: 2991080 cycles.
Pointer Chasing: 2976815 cycles.
Pointer Chasing: 2963830 cycles.
Pointer Chasing: 3046330 cycles.
Pointer Chasing: 2987160 cycles.
Pointer Chasing: 2966834 cycles.
Pointer Chasing: 2980720 cycles.
Pointer Chasing: 2972768 cycles.
Pointer Chasing: 2986214 cycles.
Pointer Chasing: 2978369 cycles.
Pointer Chasing: 2963651 cycles.
Pointer Chasing: 2953716 cycles.
Pointer Chasing: 2962456 cycles.
Pointer Chasing: 2971643 cycles.
Pointer Chasing: 2967397 cycles.
Pointer Chasing: 2978719 cycles.
Pointer Chasing: 2984705 cycles.
Pointer Chasing: 2971544 cycles.
Pointer Chasing: 2978004 cycles.
Pointer Chasing: 2978442 cycles.
Pointer Chasing: 2978782 cycles.
Pointer Chasing: 2980264 cycles.
Pointer Chasing: 2979357 cycles.
Pointer Chasing: 2949512 cycles.
Pointer Chasing: 2967368 cycles.
Pointer Chasing: 2969594 cycles.
Pointer Chasing: 2971592 cycles.
Pointer Chasing: 2974128 cycles.
Pointer Chasing: 2988689 cycles.
Pointer Chasing: 2968453 cycles.
Pointer Chasing: 2970113 cycles.
Pointer Chasing: 2981564 cycles.
Pointer Chasing: 2974975 cycles.
Pointer Chasing: 2974533 cycles.
Pointer Chasing: 2964029 cycles.
Pointer Chasing: 2979628 cycles.
Pointer Chasing: 2975950 cycles.
Pointer Chasing: 2970200 cycles.
Pointer Chasing: 2978272 cycles.
Pointer Chasing: 2960883 cycles.
Pointer Chasing: 2958642 cycles.
Pointer Chasing: 3033056 cycles.
Pointer Chasing: 2969137 cycles.
Pointer Chasing: 2970056 cycles.
Pointer Chasing: 2984803 cycles.
Pointer Chasing: 2967367 cycles.
Pointer Chasing: 2972998 cycles.
Pointer Chasing: 2970395 cycles.
Pointer Chasing: 2970198 cycles.
Pointer Chasing: 2978183 cycles.
Pointer Chasing: 2976628 cycles.
Pointer Chasing: 2985096 cycles.
Pointer Chasing: 2964138 cycles.
Pointer Chasing: 2968677 cycles.
Pointer Chasing: 2978056 cycles.
Pointer Chasing: 2954915 cycles.
Pointer Chasing: 2964432 cycles.
Pointer Chasing: 2976507 cycles.
Pointer Chasing: 2985093 cycles.
Pointer Chasing: 2954610 cycles.
Pointer Chasing: 2979902 cycles.
Pointer Chasing: 2970871 cycles.
Pointer Chasing: 2978538 cycles.
Pointer Chasing: 2981688 cycles.
Pointer Chasing: 2965669 cycles.
Pointer Chasing: 2964459 cycles.
Pointer Chasing: 2987171 cycles.
Pointer Chasing: 2965639 cycles.
Pointer Chasing: 2971993 cycles.
Pointer Chasing: 2976648 cycles.
Pointer Chasing: 2975449 cycles.
Pointer Chasing: 2966254 cycles.
Pointer Chasing: 2979020 cycles.
Pointer Chasing: 2977619 cycles.
Pointer Chasing: 2973596 cycles.
Pointer Chasing: 2963057 cycles.
Pointer Chasing: 2979909 cycles.
Pointer Chasing: 2967318 cycles.
Pointer Chasing: 2972100 cycles.
Pointer Chasing: 3084978 cycles.
Pointer Chasing: 2966289 cycles.
Pointer Chasing: 2960370 cycles.
Pointer Chasing: 2975789 cycles.
Pointer Chasing: 2981151 cycles.
Pointer Chasing: 2975829 cycles.
Pointer Chasing: 2977906 cycles.
Pointer Chasing: 2966587 cycles.
Pointer Chasing: 2977022 cycles.
Pointer Chasing: 2976449 cycles.
Pointer Chasing: 2975199 cycles.
Pointer Chasing: 2965829 cycles.
Pointer Chasing: 2977024 cycles.
Pointer Chasing: 2992037 cycles.
Pointer Chasing: 2965272 cycles.
Pointer Chasing: 2966196 cycles.
Pointer Chasing: 2991341 cycles.
Pointer Chasing: 2962828 cycles.
Pointer Chasing: 2963570 cycles.
Pointer Chasing: 2976295 cycles.
Pointer Chasing: 2965963 cycles.
Pointer Chasing: 2969642 cycles.
Pointer Chasing: 2971917 cycles.
Pointer Chasing: 2974424 cycles.
Pointer Chasing: 2980479 cycles.
Pointer Chasing: 2974840 cycles.
Pointer Chasing: 3043285 cycles.
Pointer Chasing: 2964745 cycles.
Pointer Chasing: 2970088 cycles.
Pointer Chasing: 2990982 cycles.
Pointer Chasing: 2969420 cycles.
Pointer Chasing: 2969399 cycles.
Pointer Chasing: 2979279 cycles.
Pointer Chasing: 2966700 cycles.
Pointer Chasing: 2969233 cycles.
Pointer Chasing: 2978218 cycles.
Pointer Chasing: 2969765 cycles.
Pointer Chasing: 2971752 cycles.
Pointer Chasing: 2992554 cycles.
Pointer Chasing: 2972188 cycles.
Pointer Chasing: 2977021 cycles.
Pointer Chasing: 2972383 cycles.
Pointer Chasing: 2973568 cycles.
Pointer Chasing: 2963864 cycles.
Pointer Chasing: 2960336 cycles.
Pointer Chasing: 2979805 cycles.
Pointer Chasing: 2968505 cycles.
Pointer Chasing: 2958108 cycles.
Pointer Chasing: 2989226 cycles.
Pointer Chasing: 2969682 cycles.
Pointer Chasing: 2976655 cycles.
Pointer Chasing: 3050791 cycles.
Pointer Chasing: 2961624 cycles.
Pointer Chasing: 2976087 cycles.
Pointer Chasing: 2983595 cycles.
Pointer Chasing: 2967893 cycles.
Pointer Chasing: 2970577 cycles.
Pointer Chasing: 2977554 cycles.
Pointer Chasing: 2950104 cycles.
Pointer Chasing: 2966134 cycles.
Pointer Chasing: 2975185 cycles.
Pointer Chasing: 2980155 cycles.
Pointer Chasing: 2969141 cycles.
Pointer Chasing: 2968172 cycles.
Pointer Chasing: 3000917 cycles.
Pointer Chasing: 2976965 cycles.
Pointer Chasing: 2980577 cycles.
Pointer Chasing: 2984306 cycles.
Pointer Chasing: 2972105 cycles.
Pointer Chasing: 2964728 cycles.
Pointer Chasing: 2974592 cycles.
Pointer Chasing: 2971522 cycles.
Pointer Chasing: 2966679 cycles.
Pointer Chasing: 2981683 cycles.
Pointer Chasing: 2966903 cycles.
Pointer Chasing: 2958659 cycles.
Pointer Chasing: 2996961 cycles.
Pointer Chasing: 2973328 cycles.
Pointer Chasing: 2969104 cycles.
Pointer Chasing: 2965559 cycles.
Pointer Chasing: 2990011 cycles.
Pointer Chasing: 2974297 cycles.
Pointer Chasing: 2965476 cycles.
Pointer Chasing: 2979183 cycles.
Pointer Chasing: 2964444 cycles.
Pointer Chasing: 2955801 cycles.
Pointer Chasing: 2974144 cycles.
Pointer Chasing: 2967504 cycles.
Pointer Chasing: 2987101 cycles.
Pointer Chasing: 2994238 cycles.
Pointer Chasing: 2979980 cycles.
Pointer Chasing: 2973676 cycles.
Pointer Chasing: 2975312 cycles.
Pointer Chasing: 2969961 cycles.
Pointer Chasing: 2964465 cycles.
Pointer Chasing: 2975548 cycles.
Pointer Chasing: 2972381 cycles.
Pointer Chasing: 2964765 cycles.
Pointer Chasing: 2977492 cycles.
Pointer Chasing: 2978652 cycles.
Pointer Chasing: 2981683 cycles.
Pointer Chasing: 2961494 cycles.
Pointer Chasing: 2981492 cycles.
Pointer Chasing: 2962109 cycles.
Pointer Chasing: 2965624 cycles.
Pointer Chasing: 2984017 cycles.
Pointer Chasing: 2971824 cycles.
Pointer Chasing: 2971421 cycles.
Pointer Chasing: 2982347 cycles.
Pointer Chasing: 2970121 cycles.
Pointer Chasing: 2959015 cycles.
Pointer Chasing: 2983586 cycles.
Pointer Chasing: 2964087 cycles.
Pointer Chasing: 2975978 cycles.
Pointer Chasing: 2979367 cycles.
Pointer Chasing: 2990381 cycles.
Pointer Chasing: 2960715 cycles.
Pointer Chasing: 2967400 cycles.
Pointer Chasing: 2989578 cycles.
Pointer Chasing: 2962172 cycles.
Pointer Chasing: 2977214 cycles.
Pointer Chasing: 2976947 cycles.
Pointer Chasing: 2970146 cycles.
Pointer Chasing: 2969573 cycles.
Pointer Chasing: 2975667 cycles.
Pointer Chasing: 2966965 cycles.
Pointer Chasing: 2975309 cycles.
Pointer Chasing: 2987205 cycles.
Pointer Chasing: 2956343 cycles.
Pointer Chasing: 2972754 cycles.
Pointer Chasing: 2985652 cycles.
Pointer Chasing: 2965142 cycles.
Pointer Chasing: 2961438 cycles.
Pointer Chasing: 2965668 cycles.
Pointer Chasing: 2971644 cycles.
Pointer Chasing: 2964517 cycles.
Pointer Chasing: 2972322 cycles.
Pointer Chasing: 2969207 cycles.
Pointer Chasing: 2978460 cycles.
Pointer Chasing: 2981168 cycles.
Pointer Chasing: 2991988 cycles.
Pointer Chasing: 2959740 cycles.
Pointer Chasing: 2970296 cycles.
Pointer Chasing: 2967983 cycles.
Pointer Chasing: 2963995 cycles.
Pointer Chasing: 2972455 cycles.
Pointer Chasing: 2991785 cycles.
Pointer Chasing: 2982056 cycles.
Pointer Chasing: 2976363 cycles.
Pointer Chasing: 2971190 cycles.
Pointer Chasing: 2975677 cycles.
Pointer Chasing: 2970646 cycles.
Pointer Chasing: 2972028 cycles.
Pointer Chasing: 2981954 cycles.
Pointer Chasing: 2988629 cycles.
Pointer Chasing: 2987386 cycles.
Pointer Chasing: 2989084 cycles.
Pointer Chasing: 2973565 cycles.
Pointer Chasing: 2963117 cycles.
Pointer Chasing: 2982829 cycles.
Pointer Chasing: 2965985 cycles.
Pointer Chasing: 2976865 cycles.
Pointer Chasing: 2986882 cycles.
Pointer Chasing: 2970319 cycles.
Pointer Chasing: 2972269 cycles.
Pointer Chasing: 2987224 cycles.
Pointer Chasing: 2972778 cycles.
Pointer Chasing: 2965511 cycles.
Pointer Chasing: 2966083 cycles.
buffer_size 40960
Pin to CPU 4
lfsr_bit 25
Pointer Chasing: 3765677 cycles.
Pointer Chasing: 3749226 cycles.
Pointer Chasing: 3880737 cycles.
Pointer Chasing: 3750033 cycles.
Pointer Chasing: 3878173 cycles.
Pointer Chasing: 3758078 cycles.
Pointer Chasing: 3754030 cycles.
Pointer Chasing: 3856462 cycles.
Pointer Chasing: 3767960 cycles.
Pointer Chasing: 3767264 cycles.
Pointer Chasing: 3756465 cycles.
Pointer Chasing: 3747974 cycles.
Pointer Chasing: 3814209 cycles.
Pointer Chasing: 3761472 cycles.
Pointer Chasing: 3849841 cycles.
Pointer Chasing: 3753857 cycles.
Pointer Chasing: 3755199 cycles.
Pointer Chasing: 3871492 cycles.
Pointer Chasing: 3745717 cycles.
Pointer Chasing: 3813585 cycles.
Pointer Chasing: 3758251 cycles.
Pointer Chasing: 3753192 cycles.
Pointer Chasing: 3807329 cycles.
Pointer Chasing: 3757651 cycles.
Pointer Chasing: 3841520 cycles.
Pointer Chasing: 3762327 cycles.
Pointer Chasing: 3748664 cycles.
Pointer Chasing: 3821822 cycles.
Pointer Chasing: 3753572 cycles.
Pointer Chasing: 3813133 cycles.
Pointer Chasing: 3745665 cycles.
Pointer Chasing: 3744489 cycles.
Pointer Chasing: 3812162 cycles.
Pointer Chasing: 3730272 cycles.
Pointer Chasing: 3813072 cycles.
Pointer Chasing: 3756237 cycles.
Pointer Chasing: 3742715 cycles.
Pointer Chasing: 3766195 cycles.
Pointer Chasing: 3763194 cycles.
Pointer Chasing: 3806932 cycles.
Pointer Chasing: 3749710 cycles.
Pointer Chasing: 3755780 cycles.
Pointer Chasing: 3763789 cycles.
Pointer Chasing: 3775204 cycles.
Pointer Chasing: 3863487 cycles.
Pointer Chasing: 3744595 cycles.
Pointer Chasing: 3758319 cycles.
Pointer Chasing: 3822059 cycles.
Pointer Chasing: 3754307 cycles.
Pointer Chasing: 3811783 cycles.
Pointer Chasing: 3767015 cycles.
Pointer Chasing: 3760999 cycles.
Pointer Chasing: 3810059 cycles.
Pointer Chasing: 3745860 cycles.
Pointer Chasing: 3812576 cycles.
Pointer Chasing: 3740699 cycles.
Pointer Chasing: 3753442 cycles.
Pointer Chasing: 3825247 cycles.
Pointer Chasing: 3766602 cycles.
Pointer Chasing: 3752349 cycles.
Pointer Chasing: 3747303 cycles.
Pointer Chasing: 3757451 cycles.
Pointer Chasing: 3799723 cycles.
Pointer Chasing: 3756426 cycles.
Pointer Chasing: 3809755 cycles.
Pointer Chasing: 3756584 cycles.
Pointer Chasing: 3740716 cycles.
Pointer Chasing: 3811609 cycles.
Pointer Chasing: 3766199 cycles.
Pointer Chasing: 3755138 cycles.
Pointer Chasing: 3746139 cycles.
Pointer Chasing: 3757945 cycles.
Pointer Chasing: 3765286 cycles.
Pointer Chasing: 3757162 cycles.
Pointer Chasing: 3829710 cycles.
Pointer Chasing: 3752591 cycles.
Pointer Chasing: 3753429 cycles.
Pointer Chasing: 3812592 cycles.
Pointer Chasing: 3749317 cycles.
Pointer Chasing: 3819161 cycles.
Pointer Chasing: 3772846 cycles.
Pointer Chasing: 3750391 cycles.
Pointer Chasing: 3776740 cycles.
Pointer Chasing: 3746597 cycles.
Pointer Chasing: 3832120 cycles.
Pointer Chasing: 3754295 cycles.
Pointer Chasing: 3744901 cycles.
Pointer Chasing: 3812578 cycles.
Pointer Chasing: 3753419 cycles.
Pointer Chasing: 3759532 cycles.
Pointer Chasing: 3765829 cycles.
Pointer Chasing: 3753533 cycles.
Pointer Chasing: 3815261 cycles.
Pointer Chasing: 3738417 cycles.
Pointer Chasing: 3827949 cycles.
Pointer Chasing: 3759580 cycles.
Pointer Chasing: 3738914 cycles.
Pointer Chasing: 3806119 cycles.
Pointer Chasing: 3752142 cycles.
Pointer Chasing: 3799871 cycles.
Pointer Chasing: 3758208 cycles.
Pointer Chasing: 3759863 cycles.
Pointer Chasing: 3774489 cycles.
Pointer Chasing: 3742641 cycles.
Pointer Chasing: 3898346 cycles.
Pointer Chasing: 3759357 cycles.
Pointer Chasing: 3738474 cycles.
Pointer Chasing: 3814468 cycles.
Pointer Chasing: 3748724 cycles.
Pointer Chasing: 3881216 cycles.
Pointer Chasing: 3754647 cycles.
Pointer Chasing: 3745618 cycles.
Pointer Chasing: 3812766 cycles.
Pointer Chasing: 3764499 cycles.
Pointer Chasing: 3839455 cycles.
Pointer Chasing: 3757763 cycles.
Pointer Chasing: 3756781 cycles.
Pointer Chasing: 3809098 cycles.
Pointer Chasing: 3760235 cycles.
Pointer Chasing: 3810177 cycles.
Pointer Chasing: 3750572 cycles.
Pointer Chasing: 3758240 cycles.
Pointer Chasing: 3803299 cycles.
Pointer Chasing: 3764141 cycles.
Pointer Chasing: 3848240 cycles.
Pointer Chasing: 3758992 cycles.
Pointer Chasing: 3740787 cycles.
Pointer Chasing: 3820483 cycles.
Pointer Chasing: 3757241 cycles.
Pointer Chasing: 3763481 cycles.
Pointer Chasing: 3740816 cycles.
Pointer Chasing: 3756092 cycles.
Pointer Chasing: 3756533 cycles.
Pointer Chasing: 3726924 cycles.
Pointer Chasing: 3816596 cycles.
Pointer Chasing: 3754259 cycles.
Pointer Chasing: 3750549 cycles.
Pointer Chasing: 3765574 cycles.
Pointer Chasing: 3752224 cycles.
Pointer Chasing: 3756247 cycles.
Pointer Chasing: 3753292 cycles.
Pointer Chasing: 3756230 cycles.
Pointer Chasing: 3815623 cycles.
Pointer Chasing: 3743065 cycles.
Pointer Chasing: 3819237 cycles.
Pointer Chasing: 3741292 cycles.
Pointer Chasing: 3760761 cycles.
Pointer Chasing: 3810864 cycles.
Pointer Chasing: 3759442 cycles.
Pointer Chasing: 3818105 cycles.
Pointer Chasing: 3748210 cycles.
Pointer Chasing: 3747812 cycles.
Pointer Chasing: 3823593 cycles.
Pointer Chasing: 3763572 cycles.
Pointer Chasing: 3821819 cycles.
Pointer Chasing: 3732664 cycles.
Pointer Chasing: 3766215 cycles.
Pointer Chasing: 3817370 cycles.
Pointer Chasing: 3755693 cycles.
Pointer Chasing: 3813696 cycles.
Pointer Chasing: 3746005 cycles.
Pointer Chasing: 3759014 cycles.
Pointer Chasing: 3808958 cycles.
Pointer Chasing: 3755187 cycles.
Pointer Chasing: 3823339 cycles.
Pointer Chasing: 3766379 cycles.
Pointer Chasing: 3738206 cycles.
Pointer Chasing: 3816295 cycles.
Pointer Chasing: 3765220 cycles.
Pointer Chasing: 3809215 cycles.
Pointer Chasing: 3749086 cycles.
Pointer Chasing: 3748165 cycles.
Pointer Chasing: 3758478 cycles.
Pointer Chasing: 3750261 cycles.
Pointer Chasing: 3826317 cycles.
Pointer Chasing: 3758347 cycles.
Pointer Chasing: 3754980 cycles.
Pointer Chasing: 3784506 cycles.
Pointer Chasing: 3738655 cycles.
Pointer Chasing: 3813262 cycles.
Pointer Chasing: 3745972 cycles.
Pointer Chasing: 3759119 cycles.
Pointer Chasing: 3816085 cycles.
Pointer Chasing: 3740896 cycles.
Pointer Chasing: 3823299 cycles.
Pointer Chasing: 3755561 cycles.
Pointer Chasing: 3759627 cycles.
Pointer Chasing: 3818166 cycles.
Pointer Chasing: 3749452 cycles.
Pointer Chasing: 3752731 cycles.
Pointer Chasing: 3745505 cycles.
Pointer Chasing: 3744880 cycles.
Pointer Chasing: 3866941 cycles.
Pointer Chasing: 3744126 cycles.
Pointer Chasing: 3836120 cycles.
Pointer Chasing: 3749417 cycles.
Pointer Chasing: 3757812 cycles.
Pointer Chasing: 3758778 cycles.
Pointer Chasing: 3757639 cycles.
Pointer Chasing: 3760441 cycles.
Pointer Chasing: 3748977 cycles.
Pointer Chasing: 3759215 cycles.
Pointer Chasing: 3830710 cycles.
Pointer Chasing: 3747696 cycles.
Pointer Chasing: 3826769 cycles.
Pointer Chasing: 3760687 cycles.
Pointer Chasing: 3752226 cycles.
Pointer Chasing: 3855278 cycles.
Pointer Chasing: 3770812 cycles.
Pointer Chasing: 3806692 cycles.
Pointer Chasing: 3731284 cycles.
Pointer Chasing: 3733335 cycles.
Pointer Chasing: 3807828 cycles.
Pointer Chasing: 3750105 cycles.
Pointer Chasing: 3826182 cycles.
Pointer Chasing: 3754886 cycles.
Pointer Chasing: 3757836 cycles.
Pointer Chasing: 3813541 cycles.
Pointer Chasing: 3768349 cycles.
Pointer Chasing: 3816087 cycles.
Pointer Chasing: 3733748 cycles.
Pointer Chasing: 3747091 cycles.
Pointer Chasing: 3771507 cycles.
Pointer Chasing: 3754451 cycles.
Pointer Chasing: 3754116 cycles.
Pointer Chasing: 3826027 cycles.
Pointer Chasing: 3757996 cycles.
Pointer Chasing: 3934244 cycles.
Pointer Chasing: 3750789 cycles.
Pointer Chasing: 3823623 cycles.
Pointer Chasing: 3760879 cycles.
Pointer Chasing: 3748394 cycles.
