buffer_size 16384
Pin to CPU 0
Pointer Chasing: 6565145 cycles.
Pointer Chasing: 6463484 cycles.
Pointer Chasing: 6524048 cycles.
Pointer Chasing: 6471115 cycles.
Pointer Chasing: 6430409 cycles.
Pointer Chasing: 6464169 cycles.
Pointer Chasing: 6458411 cycles.
Pointer Chasing: 6511767 cycles.
Pointer Chasing: 6463900 cycles.
Pointer Chasing: 6475707 cycles.
Pointer Chasing: 6445714 cycles.
Pointer Chasing: 6565742 cycles.
Pointer Chasing: 6552414 cycles.
Pointer Chasing: 6507502 cycles.
Pointer Chasing: 6482655 cycles.
Pointer Chasing: 6522611 cycles.
Pointer Chasing: 6455403 cycles.
Pointer Chasing: 6450361 cycles.
Pointer Chasing: 6445975 cycles.
Pointer Chasing: 6516407 cycles.
Pointer Chasing: 6478679 cycles.
Pointer Chasing: 6501262 cycles.
Pointer Chasing: 6477686 cycles.
Pointer Chasing: 6614195 cycles.
Pointer Chasing: 6526255 cycles.
Pointer Chasing: 6520715 cycles.
Pointer Chasing: 6452915 cycles.
Pointer Chasing: 6425861 cycles.
Pointer Chasing: 6566747 cycles.
Pointer Chasing: 6476531 cycles.
Pointer Chasing: 6452683 cycles.
Pointer Chasing: 6492153 cycles.
Pointer Chasing: 6592319 cycles.
Pointer Chasing: 6517453 cycles.
Pointer Chasing: 6472084 cycles.
Pointer Chasing: 6530792 cycles.
Pointer Chasing: 6571829 cycles.
Pointer Chasing: 6517851 cycles.
Pointer Chasing: 6507807 cycles.
Pointer Chasing: 6493639 cycles.
Pointer Chasing: 6552399 cycles.
Pointer Chasing: 6502693 cycles.
Pointer Chasing: 6491301 cycles.
Pointer Chasing: 6457882 cycles.
Pointer Chasing: 6535387 cycles.
Pointer Chasing: 6476683 cycles.
Pointer Chasing: 6510506 cycles.
Pointer Chasing: 6489048 cycles.
Pointer Chasing: 6523487 cycles.
Pointer Chasing: 6484336 cycles.
Pointer Chasing: 6513245 cycles.
Pointer Chasing: 6425759 cycles.
Pointer Chasing: 6452767 cycles.
Pointer Chasing: 6522042 cycles.
Pointer Chasing: 6463368 cycles.
Pointer Chasing: 6443616 cycles.
Pointer Chasing: 6448824 cycles.
Pointer Chasing: 6504279 cycles.
Pointer Chasing: 6536981 cycles.
Pointer Chasing: 6518382 cycles.
Pointer Chasing: 6450112 cycles.
Pointer Chasing: 6540527 cycles.
Pointer Chasing: 6467966 cycles.
Pointer Chasing: 6453042 cycles.
Pointer Chasing: 6483343 cycles.
Pointer Chasing: 6524647 cycles.
Pointer Chasing: 6518725 cycles.
Pointer Chasing: 6460204 cycles.
Pointer Chasing: 6448402 cycles.
Pointer Chasing: 6595678 cycles.
Pointer Chasing: 6506300 cycles.
Pointer Chasing: 6456272 cycles.
Pointer Chasing: 6448316 cycles.
Pointer Chasing: 6546456 cycles.
Pointer Chasing: 6434912 cycles.
Pointer Chasing: 6464060 cycles.
Pointer Chasing: 6451337 cycles.
Pointer Chasing: 6444312 cycles.
Pointer Chasing: 6509159 cycles.
Pointer Chasing: 6471229 cycles.
Pointer Chasing: 6445592 cycles.
Pointer Chasing: 6542341 cycles.
Pointer Chasing: 6508684 cycles.
Pointer Chasing: 6454476 cycles.
Pointer Chasing: 6507872 cycles.
Pointer Chasing: 6507660 cycles.
Pointer Chasing: 6645706 cycles.
Pointer Chasing: 6497957 cycles.
Pointer Chasing: 6489201 cycles.
Pointer Chasing: 6444831 cycles.
Pointer Chasing: 6504132 cycles.
Pointer Chasing: 6499710 cycles.
Pointer Chasing: 6505508 cycles.
Pointer Chasing: 6488480 cycles.
Pointer Chasing: 6495070 cycles.
Pointer Chasing: 6456558 cycles.
Pointer Chasing: 6445172 cycles.
Pointer Chasing: 6425122 cycles.
Pointer Chasing: 6446810 cycles.
Pointer Chasing: 6499752 cycles.
Pointer Chasing: 6456745 cycles.
Pointer Chasing: 6452513 cycles.
Pointer Chasing: 6494191 cycles.
Pointer Chasing: 6579696 cycles.
Pointer Chasing: 6509497 cycles.
Pointer Chasing: 6458406 cycles.
Pointer Chasing: 6524090 cycles.
Pointer Chasing: 6545238 cycles.
Pointer Chasing: 6467468 cycles.
Pointer Chasing: 6445252 cycles.
Pointer Chasing: 6556581 cycles.
Pointer Chasing: 6570620 cycles.
Pointer Chasing: 6455103 cycles.
Pointer Chasing: 6448576 cycles.
Pointer Chasing: 6481564 cycles.
Pointer Chasing: 6534552 cycles.
Pointer Chasing: 6501339 cycles.
Pointer Chasing: 6449947 cycles.
Pointer Chasing: 6444508 cycles.
Pointer Chasing: 6425066 cycles.
Pointer Chasing: 6557605 cycles.
Pointer Chasing: 6492494 cycles.
Pointer Chasing: 6451064 cycles.
Pointer Chasing: 6447826 cycles.
Pointer Chasing: 6526405 cycles.
Pointer Chasing: 6490458 cycles.
Pointer Chasing: 6455083 cycles.
Pointer Chasing: 6490858 cycles.
Pointer Chasing: 6539998 cycles.
Pointer Chasing: 6517814 cycles.
Pointer Chasing: 6514205 cycles.
Pointer Chasing: 6446232 cycles.
Pointer Chasing: 6520273 cycles.
Pointer Chasing: 6488126 cycles.
Pointer Chasing: 6447929 cycles.
Pointer Chasing: 6446060 cycles.
Pointer Chasing: 6547863 cycles.
Pointer Chasing: 6457850 cycles.
Pointer Chasing: 6497442 cycles.
Pointer Chasing: 6450625 cycles.
Pointer Chasing: 6495282 cycles.
Pointer Chasing: 6460720 cycles.
Pointer Chasing: 6425414 cycles.
Pointer Chasing: 6445793 cycles.
Pointer Chasing: 6443495 cycles.
Pointer Chasing: 6498272 cycles.
Pointer Chasing: 6465542 cycles.
Pointer Chasing: 6520147 cycles.
Pointer Chasing: 6488045 cycles.
Pointer Chasing: 6567464 cycles.
Pointer Chasing: 6548308 cycles.
Pointer Chasing: 6452847 cycles.
Pointer Chasing: 6508255 cycles.
Pointer Chasing: 6524823 cycles.
Pointer Chasing: 6457953 cycles.
Pointer Chasing: 6455217 cycles.
Pointer Chasing: 6447940 cycles.
Pointer Chasing: 6544183 cycles.
Pointer Chasing: 6467416 cycles.
Pointer Chasing: 6448107 cycles.
Pointer Chasing: 6492214 cycles.
Pointer Chasing: 6574670 cycles.
Pointer Chasing: 6465063 cycles.
Pointer Chasing: 6444723 cycles.
Pointer Chasing: 6527629 cycles.
Pointer Chasing: 6426267 cycles.
Pointer Chasing: 6538921 cycles.
Pointer Chasing: 6457206 cycles.
Pointer Chasing: 6451391 cycles.
Pointer Chasing: 6450724 cycles.
Pointer Chasing: 6542889 cycles.
Pointer Chasing: 6466543 cycles.
Pointer Chasing: 6451958 cycles.
Pointer Chasing: 6538362 cycles.
Pointer Chasing: 6594722 cycles.
Pointer Chasing: 6466886 cycles.
Pointer Chasing: 6446439 cycles.
Pointer Chasing: 6450631 cycles.
Pointer Chasing: 6600392 cycles.
Pointer Chasing: 6458564 cycles.
Pointer Chasing: 6494925 cycles.
Pointer Chasing: 6448683 cycles.
Pointer Chasing: 6541844 cycles.
Pointer Chasing: 6462202 cycles.
Pointer Chasing: 6536217 cycles.
Pointer Chasing: 6449983 cycles.
Pointer Chasing: 6497187 cycles.
Pointer Chasing: 6427603 cycles.
Pointer Chasing: 6429012 cycles.
Pointer Chasing: 6444491 cycles.
Pointer Chasing: 6444283 cycles.
Pointer Chasing: 6541339 cycles.
Pointer Chasing: 6475022 cycles.
Pointer Chasing: 6445857 cycles.
Pointer Chasing: 6444404 cycles.
Pointer Chasing: 6541577 cycles.
Pointer Chasing: 6517425 cycles.
Pointer Chasing: 6491561 cycles.
Pointer Chasing: 6534060 cycles.
Pointer Chasing: 6585599 cycles.
Pointer Chasing: 6504031 cycles.
Pointer Chasing: 6534294 cycles.
Pointer Chasing: 6490259 cycles.
Pointer Chasing: 6597761 cycles.
Pointer Chasing: 6517834 cycles.
Pointer Chasing: 6446419 cycles.
Pointer Chasing: 6528360 cycles.
Pointer Chasing: 6610766 cycles.
Pointer Chasing: 6505654 cycles.
Pointer Chasing: 6525762 cycles.
Pointer Chasing: 6452353 cycles.
Pointer Chasing: 6508024 cycles.
Pointer Chasing: 6463747 cycles.
Pointer Chasing: 6514229 cycles.
Pointer Chasing: 6470610 cycles.
Pointer Chasing: 6473454 cycles.
Pointer Chasing: 6531529 cycles.
Pointer Chasing: 6486453 cycles.
Pointer Chasing: 6505679 cycles.
Pointer Chasing: 6494277 cycles.
Pointer Chasing: 6602219 cycles.
Pointer Chasing: 6457915 cycles.
Pointer Chasing: 6470484 cycles.
Pointer Chasing: 6504443 cycles.
Pointer Chasing: 6514604 cycles.
Pointer Chasing: 6488438 cycles.
Pointer Chasing: 6505262 cycles.
Pointer Chasing: 6466175 cycles.
Pointer Chasing: 6566930 cycles.
Pointer Chasing: 6468971 cycles.
Pointer Chasing: 6508065 cycles.
Pointer Chasing: 6524187 cycles.
Pointer Chasing: 6561246 cycles.
Pointer Chasing: 6527004 cycles.
Pointer Chasing: 6472776 cycles.
Pointer Chasing: 6473894 cycles.
Pointer Chasing: 6486185 cycles.
Pointer Chasing: 6533224 cycles.
Pointer Chasing: 6466327 cycles.
Pointer Chasing: 6472135 cycles.
Pointer Chasing: 6503531 cycles.
Pointer Chasing: 6535348 cycles.
Pointer Chasing: 6571891 cycles.
Pointer Chasing: 6453355 cycles.
Pointer Chasing: 6628890 cycles.
Pointer Chasing: 6582693 cycles.
Pointer Chasing: 6459682 cycles.
Pointer Chasing: 6493074 cycles.
Pointer Chasing: 6455158 cycles.
Pointer Chasing: 6571081 cycles.
Pointer Chasing: 6470340 cycles.
Pointer Chasing: 6455364 cycles.
Pointer Chasing: 6465980 cycles.
Pointer Chasing: 6562676 cycles.
Pointer Chasing: 6501191 cycles.
Pointer Chasing: 6530528 cycles.
Pointer Chasing: 6445154 cycles.
Pointer Chasing: 6515450 cycles.
Pointer Chasing: 6526176 cycles.
Pointer Chasing: 6448991 cycles.
Pointer Chasing: 6481668 cycles.
Pointer Chasing: 6423920 cycles.
Pointer Chasing: 6538390 cycles.
Pointer Chasing: 6483342 cycles.
Pointer Chasing: 6469965 cycles.
Pointer Chasing: 6495417 cycles.
Pointer Chasing: 6539600 cycles.
Pointer Chasing: 6539484 cycles.
Pointer Chasing: 6456004 cycles.
Pointer Chasing: 6533595 cycles.
Pointer Chasing: 6529045 cycles.
Pointer Chasing: 6489768 cycles.
Pointer Chasing: 6506539 cycles.
Pointer Chasing: 6480083 cycles.
Pointer Chasing: 6557154 cycles.
Pointer Chasing: 6463285 cycles.
Pointer Chasing: 6546304 cycles.
Pointer Chasing: 6498550 cycles.
Pointer Chasing: 6529261 cycles.
Pointer Chasing: 6464132 cycles.
Pointer Chasing: 6452060 cycles.
Pointer Chasing: 6444556 cycles.
Pointer Chasing: 6518335 cycles.
Pointer Chasing: 6488117 cycles.
Pointer Chasing: 6442084 cycles.
Pointer Chasing: 6422517 cycles.
Pointer Chasing: 6448019 cycles.
Pointer Chasing: 6552635 cycles.
Pointer Chasing: 6547413 cycles.
Pointer Chasing: 6499651 cycles.
Pointer Chasing: 6445600 cycles.
Pointer Chasing: 6542794 cycles.
Pointer Chasing: 6462692 cycles.
Pointer Chasing: 6450731 cycles.
Pointer Chasing: 6442152 cycles.
Pointer Chasing: 6533502 cycles.
Pointer Chasing: 6470295 cycles.
Pointer Chasing: 6512776 cycles.
Pointer Chasing: 6503445 cycles.
Pointer Chasing: 6589152 cycles.
Pointer Chasing: 6486686 cycles.
Pointer Chasing: 6441250 cycles.
Pointer Chasing: 6442704 cycles.
Pointer Chasing: 6503808 cycles.
Pointer Chasing: 6456193 cycles.
Pointer Chasing: 6449638 cycles.
Pointer Chasing: 6517500 cycles.
Pointer Chasing: 6480891 cycles.
Pointer Chasing: 6533024 cycles.
Pointer Chasing: 6497469 cycles.
Pointer Chasing: 6451802 cycles.
Pointer Chasing: 6529568 cycles.
Pointer Chasing: 6601088 cycles.
Pointer Chasing: 6511552 cycles.
Pointer Chasing: 6445217 cycles.
Pointer Chasing: 6463973 cycles.
Pointer Chasing: 6540971 cycles.
Pointer Chasing: 6458318 cycles.
Pointer Chasing: 6459059 cycles.
Pointer Chasing: 6447898 cycles.
Pointer Chasing: 6512162 cycles.
Pointer Chasing: 6468265 cycles.
Pointer Chasing: 6495073 cycles.
Pointer Chasing: 6455301 cycles.
Pointer Chasing: 6520504 cycles.
Pointer Chasing: 6465090 cycles.
Pointer Chasing: 6448794 cycles.
Pointer Chasing: 6447977 cycles.
Pointer Chasing: 6620954 cycles.
Pointer Chasing: 6462076 cycles.
Pointer Chasing: 6423837 cycles.
Pointer Chasing: 6472340 cycles.
Pointer Chasing: 6474248 cycles.
Pointer Chasing: 6543782 cycles.
Pointer Chasing: 6543494 cycles.
Pointer Chasing: 6499088 cycles.
Pointer Chasing: 6446489 cycles.
Pointer Chasing: 6525330 cycles.
Pointer Chasing: 6461502 cycles.
Pointer Chasing: 6442540 cycles.
Pointer Chasing: 6450375 cycles.
Pointer Chasing: 6504612 cycles.
Pointer Chasing: 6482537 cycles.
Pointer Chasing: 6502708 cycles.
Pointer Chasing: 6450067 cycles.
Pointer Chasing: 6553251 cycles.
Pointer Chasing: 6457548 cycles.
Pointer Chasing: 6451430 cycles.
Pointer Chasing: 6446435 cycles.
Pointer Chasing: 6495772 cycles.
Pointer Chasing: 6469143 cycles.
Pointer Chasing: 6447647 cycles.
Pointer Chasing: 6421941 cycles.
Pointer Chasing: 6441275 cycles.
Pointer Chasing: 6504751 cycles.
Pointer Chasing: 6459442 cycles.
Pointer Chasing: 6443321 cycles.
Pointer Chasing: 6487785 cycles.
Pointer Chasing: 6501914 cycles.
Pointer Chasing: 6457820 cycles.
Pointer Chasing: 6450277 cycles.
Pointer Chasing: 6483276 cycles.
Pointer Chasing: 6500489 cycles.
Pointer Chasing: 6460884 cycles.
Pointer Chasing: 6446846 cycles.
Pointer Chasing: 6445198 cycles.
Pointer Chasing: 6505194 cycles.
Pointer Chasing: 6463461 cycles.
Pointer Chasing: 6488739 cycles.
Pointer Chasing: 6552356 cycles.
Pointer Chasing: 6518046 cycles.
Pointer Chasing: 6459093 cycles.
Pointer Chasing: 6500875 cycles.
Pointer Chasing: 6510185 cycles.
Pointer Chasing: 6448746 cycles.
Pointer Chasing: 6554829 cycles.
Pointer Chasing: 6487524 cycles.
Pointer Chasing: 6502239 cycles.
Pointer Chasing: 6510813 cycles.
Pointer Chasing: 6600994 cycles.
Pointer Chasing: 6502849 cycles.
Pointer Chasing: 6515480 cycles.
Pointer Chasing: 6535258 cycles.
Pointer Chasing: 6580598 cycles.
Pointer Chasing: 6458190 cycles.
Pointer Chasing: 6454726 cycles.
buffer_size 36864
Pin to CPU 0
lfsr_bit 25
Pointer Chasing: 7429383 cycles.
Pointer Chasing: 7332950 cycles.
Pointer Chasing: 7373474 cycles.
Pointer Chasing: 7279585 cycles.
Pointer Chasing: 7379733 cycles.
Pointer Chasing: 7306859 cycles.
Pointer Chasing: 7349450 cycles.
Pointer Chasing: 7398830 cycles.
Pointer Chasing: 7279520 cycles.
Pointer Chasing: 7277669 cycles.
Pointer Chasing: 7274212 cycles.
Pointer Chasing: 7345543 cycles.
Pointer Chasing: 7335188 cycles.
Pointer Chasing: 7334346 cycles.
Pointer Chasing: 7347008 cycles.
Pointer Chasing: 7373882 cycles.
Pointer Chasing: 7331458 cycles.
Pointer Chasing: 7266039 cycles.
Pointer Chasing: 7335981 cycles.
Pointer Chasing: 7284257 cycles.
Pointer Chasing: 7332887 cycles.
Pointer Chasing: 7272659 cycles.
Pointer Chasing: 7375485 cycles.
Pointer Chasing: 7388448 cycles.
Pointer Chasing: 7283712 cycles.
Pointer Chasing: 7270327 cycles.
Pointer Chasing: 7311463 cycles.
Pointer Chasing: 7282534 cycles.
Pointer Chasing: 7269571 cycles.
Pointer Chasing: 7262243 cycles.
Pointer Chasing: 7396007 cycles.
Pointer Chasing: 7385830 cycles.
Pointer Chasing: 7340863 cycles.
Pointer Chasing: 7395239 cycles.
Pointer Chasing: 7279233 cycles.
Pointer Chasing: 7309973 cycles.
Pointer Chasing: 7267891 cycles.
Pointer Chasing: 7343253 cycles.
Pointer Chasing: 7290846 cycles.
Pointer Chasing: 7340408 cycles.
Pointer Chasing: 7343907 cycles.
Pointer Chasing: 7432483 cycles.
Pointer Chasing: 7289885 cycles.
Pointer Chasing: 7343038 cycles.
Pointer Chasing: 7353074 cycles.
Pointer Chasing: 7324892 cycles.
Pointer Chasing: 7350453 cycles.
Pointer Chasing: 7328007 cycles.
Pointer Chasing: 7427843 cycles.
Pointer Chasing: 7327929 cycles.
Pointer Chasing: 7301227 cycles.
Pointer Chasing: 7288055 cycles.
Pointer Chasing: 7376382 cycles.
Pointer Chasing: 7301969 cycles.
Pointer Chasing: 7350901 cycles.
Pointer Chasing: 7440963 cycles.
Pointer Chasing: 7332523 cycles.
Pointer Chasing: 7356104 cycles.
Pointer Chasing: 7276400 cycles.
Pointer Chasing: 7368964 cycles.
Pointer Chasing: 7315224 cycles.
Pointer Chasing: 7317229 cycles.
Pointer Chasing: 7289211 cycles.
Pointer Chasing: 7356714 cycles.
Pointer Chasing: 7354371 cycles.
Pointer Chasing: 7339695 cycles.
Pointer Chasing: 7266175 cycles.
Pointer Chasing: 7463862 cycles.
Pointer Chasing: 7277554 cycles.
Pointer Chasing: 7321042 cycles.
Pointer Chasing: 7407044 cycles.
Pointer Chasing: 7288576 cycles.
Pointer Chasing: 7312705 cycles.
Pointer Chasing: 7273419 cycles.
Pointer Chasing: 7469969 cycles.
Pointer Chasing: 7337809 cycles.
Pointer Chasing: 7276250 cycles.
Pointer Chasing: 7306063 cycles.
Pointer Chasing: 7350226 cycles.
Pointer Chasing: 7342706 cycles.
Pointer Chasing: 7343662 cycles.
Pointer Chasing: 7381108 cycles.
Pointer Chasing: 7283293 cycles.
Pointer Chasing: 7273675 cycles.
Pointer Chasing: 7377726 cycles.
Pointer Chasing: 7341146 cycles.
Pointer Chasing: 7307424 cycles.
Pointer Chasing: 7332022 cycles.
Pointer Chasing: 7276996 cycles.
Pointer Chasing: 7391144 cycles.
Pointer Chasing: 7289654 cycles.
Pointer Chasing: 7288617 cycles.
Pointer Chasing: 7372756 cycles.
Pointer Chasing: 7328148 cycles.
Pointer Chasing: 7343994 cycles.
Pointer Chasing: 7283713 cycles.
Pointer Chasing: 7414263 cycles.
Pointer Chasing: 7291732 cycles.
Pointer Chasing: 7294429 cycles.
Pointer Chasing: 7328034 cycles.
Pointer Chasing: 7348054 cycles.
Pointer Chasing: 7318661 cycles.
Pointer Chasing: 7292860 cycles.
Pointer Chasing: 7309027 cycles.
Pointer Chasing: 7472365 cycles.
Pointer Chasing: 7310304 cycles.
Pointer Chasing: 7343695 cycles.
Pointer Chasing: 7363020 cycles.
Pointer Chasing: 7380622 cycles.
Pointer Chasing: 7315999 cycles.
Pointer Chasing: 7326960 cycles.
Pointer Chasing: 7412754 cycles.
Pointer Chasing: 7351661 cycles.
Pointer Chasing: 7329116 cycles.
Pointer Chasing: 7315201 cycles.
Pointer Chasing: 7393514 cycles.
Pointer Chasing: 7373487 cycles.
Pointer Chasing: 7319363 cycles.
Pointer Chasing: 7392363 cycles.
Pointer Chasing: 7298886 cycles.
Pointer Chasing: 7291431 cycles.
Pointer Chasing: 7322883 cycles.
Pointer Chasing: 7346037 cycles.
Pointer Chasing: 7322553 cycles.
Pointer Chasing: 7342638 cycles.
Pointer Chasing: 7297124 cycles.
Pointer Chasing: 7352611 cycles.
Pointer Chasing: 7338276 cycles.
Pointer Chasing: 7333543 cycles.
Pointer Chasing: 7409677 cycles.
Pointer Chasing: 7284856 cycles.
Pointer Chasing: 7296142 cycles.
Pointer Chasing: 7294264 cycles.
Pointer Chasing: 7347524 cycles.
Pointer Chasing: 7341881 cycles.
Pointer Chasing: 7334362 cycles.
Pointer Chasing: 7303269 cycles.
Pointer Chasing: 7383106 cycles.
Pointer Chasing: 7304949 cycles.
Pointer Chasing: 7287832 cycles.
Pointer Chasing: 7278475 cycles.
Pointer Chasing: 7414084 cycles.
Pointer Chasing: 7279859 cycles.
Pointer Chasing: 7286501 cycles.
Pointer Chasing: 7378135 cycles.
Pointer Chasing: 7338201 cycles.
Pointer Chasing: 7325369 cycles.
Pointer Chasing: 7270732 cycles.
Pointer Chasing: 7386226 cycles.
Pointer Chasing: 7326305 cycles.
Pointer Chasing: 7312580 cycles.
Pointer Chasing: 7282479 cycles.
Pointer Chasing: 7395273 cycles.
Pointer Chasing: 7314425 cycles.
Pointer Chasing: 7399648 cycles.
Pointer Chasing: 7391000 cycles.
Pointer Chasing: 7288867 cycles.
Pointer Chasing: 7328369 cycles.
Pointer Chasing: 7313421 cycles.
Pointer Chasing: 7369361 cycles.
Pointer Chasing: 7390527 cycles.
Pointer Chasing: 7280621 cycles.
Pointer Chasing: 7289176 cycles.
Pointer Chasing: 7438000 cycles.
Pointer Chasing: 7292371 cycles.
Pointer Chasing: 7297263 cycles.
Pointer Chasing: 7339598 cycles.
Pointer Chasing: 7325305 cycles.
Pointer Chasing: 7278507 cycles.
Pointer Chasing: 7273089 cycles.
Pointer Chasing: 7330530 cycles.
Pointer Chasing: 7291309 cycles.
Pointer Chasing: 7273678 cycles.
Pointer Chasing: 7364059 cycles.
Pointer Chasing: 7346647 cycles.
Pointer Chasing: 7308715 cycles.
Pointer Chasing: 7267732 cycles.
Pointer Chasing: 7270034 cycles.
Pointer Chasing: 7466010 cycles.
Pointer Chasing: 7321518 cycles.
Pointer Chasing: 7270017 cycles.
Pointer Chasing: 7375141 cycles.
Pointer Chasing: 7324895 cycles.
Pointer Chasing: 7400940 cycles.
Pointer Chasing: 7297273 cycles.
Pointer Chasing: 7391836 cycles.
Pointer Chasing: 7351760 cycles.
Pointer Chasing: 7329281 cycles.
Pointer Chasing: 7299573 cycles.
Pointer Chasing: 7344445 cycles.
Pointer Chasing: 7343882 cycles.
Pointer Chasing: 7271794 cycles.
Pointer Chasing: 7324772 cycles.
Pointer Chasing: 7362671 cycles.
Pointer Chasing: 7279553 cycles.
Pointer Chasing: 7266193 cycles.
Pointer Chasing: 7329131 cycles.
Pointer Chasing: 7285393 cycles.
Pointer Chasing: 7265257 cycles.
Pointer Chasing: 7269562 cycles.
Pointer Chasing: 7355171 cycles.
Pointer Chasing: 7284895 cycles.
Pointer Chasing: 7271130 cycles.
Pointer Chasing: 7452202 cycles.
Pointer Chasing: 7336347 cycles.
Pointer Chasing: 7276272 cycles.
Pointer Chasing: 7267024 cycles.
Pointer Chasing: 7364944 cycles.
Pointer Chasing: 7295104 cycles.
Pointer Chasing: 7320518 cycles.
Pointer Chasing: 7268432 cycles.
Pointer Chasing: 7394870 cycles.
Pointer Chasing: 7290021 cycles.
Pointer Chasing: 7269789 cycles.
Pointer Chasing: 7533298 cycles.
Pointer Chasing: 7435909 cycles.
Pointer Chasing: 7326627 cycles.
Pointer Chasing: 7269153 cycles.
Pointer Chasing: 7338981 cycles.
Pointer Chasing: 7289038 cycles.
Pointer Chasing: 7275635 cycles.
Pointer Chasing: 7265955 cycles.
Pointer Chasing: 7328854 cycles.
Pointer Chasing: 7331374 cycles.
Pointer Chasing: 7373494 cycles.
Pointer Chasing: 7350820 cycles.
Pointer Chasing: 7408592 cycles.
Pointer Chasing: 7326125 cycles.
Pointer Chasing: 7373273 cycles.
Pointer Chasing: 7419242 cycles.
Pointer Chasing: 7355573 cycles.
Pointer Chasing: 7368071 cycles.
Pointer Chasing: 7352986 cycles.
Pointer Chasing: 7402505 cycles.
Pointer Chasing: 7337712 cycles.
Pointer Chasing: 7273578 cycles.
Pointer Chasing: 7363154 cycles.
Pointer Chasing: 7339018 cycles.
Pointer Chasing: 7288055 cycles.
Pointer Chasing: 7276946 cycles.
Pointer Chasing: 7337049 cycles.
Pointer Chasing: 7328270 cycles.
Pointer Chasing: 7272277 cycles.
Pointer Chasing: 7270061 cycles.
Pointer Chasing: 7371519 cycles.
Pointer Chasing: 7295261 cycles.
Pointer Chasing: 7274050 cycles.
Pointer Chasing: 7310217 cycles.
Pointer Chasing: 7389149 cycles.
Pointer Chasing: 7296689 cycles.
Pointer Chasing: 7314093 cycles.
Pointer Chasing: 7281656 cycles.
Pointer Chasing: 7435284 cycles.
Pointer Chasing: 7277869 cycles.
Pointer Chasing: 7358174 cycles.
Pointer Chasing: 7456065 cycles.
Pointer Chasing: 7320653 cycles.
Pointer Chasing: 7358451 cycles.
Pointer Chasing: 7273986 cycles.
Pointer Chasing: 7359854 cycles.
Pointer Chasing: 7309225 cycles.
Pointer Chasing: 7323302 cycles.
Pointer Chasing: 7352161 cycles.
Pointer Chasing: 7459057 cycles.
Pointer Chasing: 7459750 cycles.
Pointer Chasing: 7411118 cycles.
Pointer Chasing: 7421659 cycles.
Pointer Chasing: 7306782 cycles.
Pointer Chasing: 7273148 cycles.
Pointer Chasing: 7265947 cycles.
Pointer Chasing: 7428927 cycles.
Pointer Chasing: 7398975 cycles.
Pointer Chasing: 7270472 cycles.
Pointer Chasing: 7272876 cycles.
Pointer Chasing: 7426504 cycles.
Pointer Chasing: 7409381 cycles.
Pointer Chasing: 7429080 cycles.
Pointer Chasing: 7415040 cycles.
Pointer Chasing: 7309265 cycles.
Pointer Chasing: 7342188 cycles.
Pointer Chasing: 7355709 cycles.
Pointer Chasing: 7341997 cycles.
Pointer Chasing: 7284415 cycles.
Pointer Chasing: 7265086 cycles.
Pointer Chasing: 7266689 cycles.
Pointer Chasing: 7432423 cycles.
Pointer Chasing: 7330755 cycles.
Pointer Chasing: 7275394 cycles.
Pointer Chasing: 7380144 cycles.
Pointer Chasing: 7306800 cycles.
Pointer Chasing: 7269385 cycles.
Pointer Chasing: 7270174 cycles.
Pointer Chasing: 7398917 cycles.
Pointer Chasing: 7286627 cycles.
Pointer Chasing: 7304252 cycles.
Pointer Chasing: 7401925 cycles.
Pointer Chasing: 7397530 cycles.
Pointer Chasing: 7285089 cycles.
Pointer Chasing: 7267813 cycles.
Pointer Chasing: 7270070 cycles.
Pointer Chasing: 7360935 cycles.
Pointer Chasing: 7346324 cycles.
Pointer Chasing: 7271599 cycles.
Pointer Chasing: 7354437 cycles.
Pointer Chasing: 7293822 cycles.
Pointer Chasing: 7336029 cycles.
Pointer Chasing: 7326251 cycles.
Pointer Chasing: 7349815 cycles.
Pointer Chasing: 7302028 cycles.
Pointer Chasing: 7318776 cycles.
Pointer Chasing: 7332921 cycles.
Pointer Chasing: 7395511 cycles.
Pointer Chasing: 7311085 cycles.
Pointer Chasing: 7276998 cycles.
Pointer Chasing: 7353079 cycles.
Pointer Chasing: 7397530 cycles.
Pointer Chasing: 7339266 cycles.
Pointer Chasing: 7290857 cycles.
Pointer Chasing: 7360287 cycles.
Pointer Chasing: 7288716 cycles.
Pointer Chasing: 7268467 cycles.
Pointer Chasing: 7271931 cycles.
Pointer Chasing: 7329980 cycles.
Pointer Chasing: 7281469 cycles.
Pointer Chasing: 7277737 cycles.
Pointer Chasing: 7269728 cycles.
Pointer Chasing: 7418350 cycles.
Pointer Chasing: 7322705 cycles.
Pointer Chasing: 7274197 cycles.
Pointer Chasing: 7339887 cycles.
Pointer Chasing: 7284227 cycles.
Pointer Chasing: 7267302 cycles.
Pointer Chasing: 7272938 cycles.
Pointer Chasing: 7346988 cycles.
Pointer Chasing: 7282008 cycles.
Pointer Chasing: 7277979 cycles.
Pointer Chasing: 7371589 cycles.
Pointer Chasing: 7398113 cycles.
Pointer Chasing: 7282014 cycles.
Pointer Chasing: 7276090 cycles.
Pointer Chasing: 7360787 cycles.
Pointer Chasing: 7348666 cycles.
Pointer Chasing: 7336789 cycles.
Pointer Chasing: 7266266 cycles.
Pointer Chasing: 7346986 cycles.
Pointer Chasing: 7284099 cycles.
Pointer Chasing: 7371115 cycles.
Pointer Chasing: 7334366 cycles.
