valid,0

"Full Results Table"

Benchmark,"Base Ref Time","Est. Base Run Time","Est. Base Ratio","Base Selected","Base Status","Peak Ref Time","Est. Peak Run Time","Est. Peak Ratio","Peak Selected","Peak Status",Description
400.perlbench,9770,478.358655,20.424006,0,S,,,,,,"ref iteration #1"
400.perlbench,9770,466.640964,20.936867,1,S,,,,,,"ref iteration #2"
400.perlbench,9770,461.660227,21.16275,0,S,,,,,,"ref iteration #3"
401.bzip2,9650,470.943921,20.490762,0,S,,,,,,"ref iteration #1"
401.bzip2,9650,471.530551,20.46527,0,S,,,,,,"ref iteration #2"
401.bzip2,9650,471.355872,20.472854,1,S,,,,,,"ref iteration #3"
403.gcc,8050,281.825656,28.563759,0,S,,,,,,"ref iteration #1"
403.gcc,8050,272.563308,29.534423,0,S,,,,,,"ref iteration #2"
403.gcc,8050,278.728431,28.881159,1,S,,,,,,"ref iteration #3"
429.mcf,9120,174.758666,52.186253,0,S,,,,,,"ref iteration #1"
429.mcf,9120,173.835321,52.463446,1,S,,,,,,"ref iteration #2"
429.mcf,9120,173.036379,52.70568,0,S,,,,,,"ref iteration #3"
445.gobmk,10490,465.378061,22.540813,0,S,,,,,,"ref iteration #1"
445.gobmk,10490,464.986718,22.559784,1,S,,,,,,"ref iteration #2"
445.gobmk,10490,464.878049,22.565058,0,S,,,,,,"ref iteration #3"
456.hmmer,9330,214.367407,43.523407,1,S,,,,,,"ref iteration #1"
456.hmmer,9330,214.25847,43.545536,0,S,,,,,,"ref iteration #2"
456.hmmer,9330,214.932904,43.408896,0,S,,,,,,"ref iteration #3"
458.sjeng,12100,446.712792,27.086755,0,S,,,,,,"ref iteration #1"
458.sjeng,12100,449.60703,26.912391,0,S,,,,,,"ref iteration #2"
458.sjeng,12100,446.794316,27.081813,1,S,,,,,,"ref iteration #3"
462.libquantum,20720,1016.126728,20.391157,1,S,,,,,,"ref iteration #1"
462.libquantum,20720,1006.400427,20.588227,0,S,,,,,,"ref iteration #2"
462.libquantum,20720,1019.503892,20.32361,0,S,,,,,,"ref iteration #3"
464.h264ref,22130,364.313119,60.74445,0,S,,,,,,"ref iteration #1"
464.h264ref,22130,364.416646,60.727193,1,S,,,,,,"ref iteration #2"
464.h264ref,22130,364.590872,60.698173,0,S,,,,,,"ref iteration #3"
471.omnetpp,6250,317.126742,19.708209,0,S,,,,,,"ref iteration #1"
471.omnetpp,6250,316.6701,19.736628,1,S,,,,,,"ref iteration #2"
471.omnetpp,6250,316.001365,19.778396,0,S,,,,,,"ref iteration #3"
473.astar,7020,300.464474,23.363827,0,S,,,,,,"ref iteration #1"
473.astar,7020,301.758372,23.263646,1,S,,,,,,"ref iteration #2"
473.astar,7020,302.664144,23.194026,0,S,,,,,,"ref iteration #3"
483.xalancbmk,6900,189.524853,36.406835,1,S,,,,,,"ref iteration #1"
483.xalancbmk,6900,189.410159,36.42888,0,S,,,,,,"ref iteration #2"
483.xalancbmk,6900,190.108357,36.29509,0,S,,,,,,"ref iteration #3"

"Selected Results Table"

Benchmark,"Base Ref Time","Est. Base Run Time","Est. Base Ratio","Base Selected","Base Status","Peak Ref Time","Est. Peak Run Time","Est. Peak Ratio","Peak Selected","Peak Status",Description
400.perlbench,9770,466.640964,20.936867,1,S,,,,,NR,"SelectedIteration (base #2)"
401.bzip2,9650,471.355872,20.472854,1,S,,,,,NR,"SelectedIteration (base #3)"
403.gcc,8050,278.728431,28.881159,1,S,,,,,NR,"SelectedIteration (base #3)"
429.mcf,9120,173.835321,52.463446,1,S,,,,,NR,"SelectedIteration (base #2)"
445.gobmk,10490,464.986718,22.559784,1,S,,,,,NR,"SelectedIteration (base #2)"
456.hmmer,9330,214.367407,43.523407,1,S,,,,,NR,"SelectedIteration (base #1)"
458.sjeng,12100,446.794316,27.081813,1,S,,,,,NR,"SelectedIteration (base #3)"
462.libquantum,20720,1016.126728,20.391157,1,S,,,,,NR,"SelectedIteration (base #1)"
464.h264ref,22130,364.416646,60.727193,1,S,,,,,NR,"SelectedIteration (base #2)"
471.omnetpp,6250,316.6701,19.736628,1,S,,,,,NR,"SelectedIteration (base #2)"
473.astar,7020,301.758372,23.263646,1,S,,,,,NR,"SelectedIteration (base #2)"
483.xalancbmk,6900,189.524853,36.406835,1,S,,,,,NR,"SelectedIteration (base #1)"

SPECint_base2006,29.024939,,29.024939
SPECint2006,"Not Run",,,,,,,"Not Run"

"Run number:",209

"Hardware Vendor:",
"Hardware Model:",
"Date tested:",Feb-2025
"CPU2006 License:",0
"Test sponsor:",
"Tested by:",
"Hardware avail:",Dec-9999
"Software avail:",Mar-2008


HARDWARE

"CPU Name"," "
"CPU Characteristics"," "
"CPU MHz"," "
FPU," "
"CPU(s) enabled"," cores,  chips,  cores/chip,  threads/core"
"CPU(s) orderable"," "
"Primary Cache"," "
"Secondary Cache"," "
"L3 Cache"," "
"Other Cache"," "
Memory," "
"Disk Subsystem"," "
"Other Hardware"," "

SOFTWARE

"Operating System","QEMU AArch64 Usermode"
Compiler,clang
"Auto Parallel",No
"File System"," "
"System State"," "
"Base Pointers",64-bit
"Peak Pointers","Not Applicable"
"Other Software",None

"Submit Notes"

"The config file option 'submit' was used."

"Base Compiler Invocation"
400.perlbench
401.bzip2
403.gcc
429.mcf
445.gobmk
456.hmmer
458.sjeng
462.libquantum
464.h264ref
471.omnetpp
473.astar
483.xalancbmk

"Base Portability Flags"
400.perlbench," -DSPEC_CPU_LP64"," -DSPEC_CPU_LINUX_X64"
401.bzip2," -DSPEC_CPU_LP64"
403.gcc," -DSPEC_CPU_LP64"
429.mcf," -DSPEC_CPU_LP64"
445.gobmk," -DSPEC_CPU_LP64"
456.hmmer," -DSPEC_CPU_LP64"
458.sjeng," -DSPEC_CPU_LP64"
462.libquantum," -DSPEC_CPU_LP64"," -DSPEC_CPU_LINUX"
464.h264ref," -DSPEC_CPU_LP64"
471.omnetpp," -DSPEC_CPU_LP64"
473.astar," -DSPEC_CPU_LP64"
483.xalancbmk," -DSPEC_CPU_LP64"," -DSPEC_CPU_LINUX"

"Base Optimization Flags"
400.perlbench
401.bzip2
403.gcc
429.mcf
445.gobmk
456.hmmer
458.sjeng
462.libquantum
464.h264ref
471.omnetpp
473.astar
483.xalancbmk

"Base Other Flags"
400.perlbench
401.bzip2
403.gcc
429.mcf
445.gobmk
456.hmmer
458.sjeng
462.libquantum
464.h264ref
471.omnetpp
473.astar
483.xalancbmk

"Base Forbidden Flags"
400.perlbench
401.bzip2
403.gcc
429.mcf
445.gobmk
456.hmmer
458.sjeng
462.libquantum
464.h264ref
471.omnetpp
473.astar
483.xalancbmk

"Base Unknown Flags"
400.perlbench," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," -Wno-int-conversion"," -Wno-int-conversion"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -std=gnu89 -mllvm -tagcfi-retlock -mllvm --sw-tag-excl=0 -mllvm --tagcheck-at-epilog -mllvm --ral-st2g -mllvm --aarch64-stack-record-align=32"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," /home/XXXXXXXX/code/llvm-mte/tagcfi/install/ral/lib/libc.a -Wl,--whole-archive /home/XXXXXXXX/code/llvm-mte/tagcfi/build/lib/clang/18/lib/aarch64-unknown-linux-gnu//libclang_rt.tagcfi-ral.a -Wl,--no-whole-archive -static -unwindlib=libunwind"
401.bzip2," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," -Wno-int-conversion"," -Wno-int-conversion"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -std=gnu89 -mllvm -tagcfi-retlock -mllvm --sw-tag-excl=0 -mllvm --tagcheck-at-epilog -mllvm --ral-st2g -mllvm --aarch64-stack-record-align=32"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," /home/XXXXXXXX/code/llvm-mte/tagcfi/install/ral/lib/libc.a -Wl,--whole-archive /home/XXXXXXXX/code/llvm-mte/tagcfi/build/lib/clang/18/lib/aarch64-unknown-linux-gnu//libclang_rt.tagcfi-ral.a -Wl,--no-whole-archive -static -unwindlib=libunwind"
