valid,0

"Full Results Table"

Benchmark,"Base Ref Time","Est. Base Run Time","Est. Base Ratio","Base Selected","Base Status","Peak Ref Time","Est. Peak Run Time","Est. Peak Ratio","Peak Selected","Peak Status",Description
400.perlbench,9770,432.603545,22.584188,1,S,,,,,,"ref iteration #1"
400.perlbench,9770,433.512039,22.53686,0,S,,,,,,"ref iteration #2"
400.perlbench,9770,431.783159,22.627098,0,S,,,,,,"ref iteration #3"
401.bzip2,9650,609.884888,15.822658,1,S,,,,,,"ref iteration #1"
401.bzip2,9650,610.27638,15.812508,0,S,,,,,,"ref iteration #2"
401.bzip2,9650,608.615768,15.855652,0,S,,,,,,"ref iteration #3"
403.gcc,8050,308.295599,26.111304,0,S,,,,,,"ref iteration #1"
403.gcc,8050,307.392225,26.18804,1,S,,,,,,"ref iteration #2"
403.gcc,8050,305.753553,26.328394,0,S,,,,,,"ref iteration #3"
429.mcf,9120,507.825063,17.95894,0,S,,,,,,"ref iteration #1"
429.mcf,9120,449.859968,20.272975,1,S,,,,,,"ref iteration #2"
429.mcf,9120,439.084304,20.770499,0,S,,,,,,"ref iteration #3"
445.gobmk,10490,508.943435,20.611328,0,S,,,,,,"ref iteration #1"
445.gobmk,10490,507.446702,20.672122,0,S,,,,,,"ref iteration #2"
445.gobmk,10490,508.7551,20.618958,1,S,,,,,,"ref iteration #3"
456.hmmer,9330,286.142391,32.606144,1,S,,,,,,"ref iteration #1"
456.hmmer,9330,285.988682,32.623669,0,S,,,,,,"ref iteration #2"
456.hmmer,9330,289.324601,32.247517,0,S,,,,,,"ref iteration #3"
458.sjeng,12100,693.410626,17.449978,0,S,,,,,,"ref iteration #1"
458.sjeng,12100,690.931403,17.512592,0,S,,,,,,"ref iteration #2"
458.sjeng,12100,692.776416,17.465953,1,S,,,,,,"ref iteration #3"
462.libquantum,20720,304.097268,68.136094,0,S,,,,,,"ref iteration #1"
462.libquantum,20720,303.354151,68.303005,1,S,,,,,,"ref iteration #2"
462.libquantum,20720,290.508864,71.323125,0,S,,,,,,"ref iteration #3"
464.h264ref,22130,510.973926,43.309451,0,S,,,,,,"ref iteration #1"
464.h264ref,22130,510.19382,43.375672,1,S,,,,,,"ref iteration #2"
464.h264ref,22130,509.51291,43.433639,0,S,,,,,,"ref iteration #3"
471.omnetpp,6250,643.945851,9.705785,0,S,,,,,,"ref iteration #1"
471.omnetpp,6250,630.047327,9.91989,1,S,,,,,,"ref iteration #2"
471.omnetpp,6250,623.119062,10.030186,0,S,,,,,,"ref iteration #3"
473.astar,7020,531.350862,13.211609,0,S,,,,,,"ref iteration #1"
473.astar,7020,522.996212,13.422659,1,S,,,,,,"ref iteration #2"
473.astar,7020,515.635571,13.614266,0,S,,,,,,"ref iteration #3"
483.xalancbmk,6900,302.709242,22.79415,1,S,,,,,,"ref iteration #1"
483.xalancbmk,6900,306.112337,22.540745,0,S,,,,,,"ref iteration #2"
483.xalancbmk,6900,301.71745,22.869078,0,S,,,,,,"ref iteration #3"

"Selected Results Table"

Benchmark,"Base Ref Time","Est. Base Run Time","Est. Base Ratio","Base Selected","Base Status","Peak Ref Time","Est. Peak Run Time","Est. Peak Ratio","Peak Selected","Peak Status",Description
400.perlbench,9770,432.603545,22.584188,1,S,,,,,NR,"SelectedIteration (base #1)"
401.bzip2,9650,609.884888,15.822658,1,S,,,,,NR,"SelectedIteration (base #1)"
403.gcc,8050,307.392225,26.18804,1,S,,,,,NR,"SelectedIteration (base #2)"
429.mcf,9120,449.859968,20.272975,1,S,,,,,NR,"SelectedIteration (base #2)"
445.gobmk,10490,508.7551,20.618958,1,S,,,,,NR,"SelectedIteration (base #3)"
456.hmmer,9330,286.142391,32.606144,1,S,,,,,NR,"SelectedIteration (base #1)"
458.sjeng,12100,692.776416,17.465953,1,S,,,,,NR,"SelectedIteration (base #3)"
462.libquantum,20720,303.354151,68.303005,1,S,,,,,NR,"SelectedIteration (base #2)"
