valid,0

"Full Results Table"

Benchmark,"Base Ref Time","Est. Base Run Time","Est. Base Ratio","Base Selected","Base Status","Peak Ref Time","Est. Peak Run Time","Est. Peak Ratio","Peak Selected","Peak Status",Description
400.perlbench,9770,506.120605,19.303699,0,S,,,,,,"ref iteration #1"
400.perlbench,9770,518.269415,18.851199,0,S,,,,,,"ref iteration #2"
400.perlbench,9770,513.394888,19.030186,0,S,,,,,,"ref iteration #3"
400.perlbench,9770,526.370519,18.56107,0,S,,,,,,"ref iteration #4"
400.perlbench,9770,516.961243,18.898902,0,S,,,,,,"ref iteration #5"
400.perlbench,9770,520.174506,18.782158,1,S,,,,,,"ref iteration #6"
400.perlbench,9770,525.371938,18.596349,0,S,,,,,,"ref iteration #7"
400.perlbench,9770,522.625028,18.694091,0,S,,,,,,"ref iteration #8"
400.perlbench,9770,518.040083,18.859545,0,S,,,,,,"ref iteration #9"
400.perlbench,9770,521.603971,18.730686,0,S,,,,,,"ref iteration #10"
401.bzip2,9650,554.800518,17.393639,0,S,,,,,,"ref iteration #1"
401.bzip2,9650,555.132167,17.383248,0,S,,,,,,"ref iteration #2"
401.bzip2,9650,555.448874,17.373336,0,S,,,,,,"ref iteration #3"
401.bzip2,9650,555.734345,17.364412,0,S,,,,,,"ref iteration #4"
401.bzip2,9650,556.303555,17.346644,0,S,,,,,,"ref iteration #5"
401.bzip2,9650,556.185489,17.350327,1,S,,,,,,"ref iteration #6"
401.bzip2,9650,556.865351,17.329144,0,S,,,,,,"ref iteration #7"
401.bzip2,9650,555.065689,17.38533,0,S,,,,,,"ref iteration #8"
401.bzip2,9650,556.316363,17.346245,0,S,,,,,,"ref iteration #9"
401.bzip2,9650,556.801981,17.331116,0,S,,,,,,"ref iteration #10"
403.gcc,8050,464.277907,17.338753,0,S,,,,,,"ref iteration #1"
403.gcc,8050,463.33494,17.37404,0,S,,,,,,"ref iteration #2"
403.gcc,8050,465.165177,17.305681,0,S,,,,,,"ref iteration #3"
403.gcc,8050,471.1365,17.086343,1,S,,,,,,"ref iteration #4"
403.gcc,8050,469.7257,17.137661,0,S,,,,,,"ref iteration #5"
403.gcc,8050,470.0214,17.12688,0,S,,,,,,"ref iteration #6"
403.gcc,8050,472.468769,17.038163,0,S,,,,,,"ref iteration #7"
403.gcc,8050,471.192354,17.084318,0,S,,,,,,"ref iteration #8"
403.gcc,8050,472.189295,17.048248,0,S,,,,,,"ref iteration #9"
403.gcc,8050,472.26724,17.045434,0,S,,,,,,"ref iteration #10"
429.mcf,9120,393.733424,23.16288,0,S,,,,,,"ref iteration #1"
429.mcf,9120,376.947126,24.194375,0,S,,,,,,"ref iteration #2"
429.mcf,9120,408.231823,22.340248,0,S,,,,,,"ref iteration #3"
429.mcf,9120,396.654178,22.992321,0,S,,,,,,"ref iteration #4"
429.mcf,9120,370.41187,24.621241,0,S,,,,,,"ref iteration #5"
429.mcf,9120,431.386863,21.141117,0,S,,,,,,"ref iteration #6"
429.mcf,9120,401.980886,22.687646,1,S,,,,,,"ref iteration #7"
429.mcf,9120,391.421541,23.299689,0,S,,,,,,"ref iteration #8"
429.mcf,9120,406.885212,22.414184,0,S,,,,,,"ref iteration #9"
429.mcf,9120,424.152749,21.501688,0,S,,,,,,"ref iteration #10"
445.gobmk,10490,477.037313,21.989894,0,S,,,,,,"ref iteration #1"
445.gobmk,10490,477.867644,21.951685,0,S,,,,,,"ref iteration #2"
445.gobmk,10490,484.840636,21.635975,0,S,,,,,,"ref iteration #3"
445.gobmk,10490,481.240661,21.797826,0,S,,,,,,"ref iteration #4"
445.gobmk,10490,479.934963,21.857128,0,S,,,,,,"ref iteration #5"
445.gobmk,10490,489.927442,21.411334,0,S,,,,,,"ref iteration #6"
445.gobmk,10490,483.358791,21.702305,0,S,,,,,,"ref iteration #7"
445.gobmk,10490,492.02588,21.320017,0,S,,,,,,"ref iteration #8"
445.gobmk,10490,484.256273,21.662084,1,S,,,,,,"ref iteration #9"
445.gobmk,10490,492.858734,21.283989,0,S,,,,,,"ref iteration #10"
456.hmmer,9330,271.097724,34.415634,0,S,,,,,,"ref iteration #1"
456.hmmer,9330,271.658573,34.344581,0,S,,,,,,"ref iteration #2"
456.hmmer,9330,271.56177,34.356824,0,S,,,,,,"ref iteration #3"
456.hmmer,9330,271.242526,34.397261,0,S,,,,,,"ref iteration #4"
456.hmmer,9330,270.664153,34.470763,0,S,,,,,,"ref iteration #5"
456.hmmer,9330,271.670271,34.343103,0,S,,,,,,"ref iteration #6"
456.hmmer,9330,271.090361,34.416569,0,S,,,,,,"ref iteration #7"
456.hmmer,9330,271.247612,34.396616,0,S,,,,,,"ref iteration #8"
456.hmmer,9330,271.254486,34.395745,1,S,,,,,,"ref iteration #9"
456.hmmer,9330,271.548027,34.358563,0,S,,,,,,"ref iteration #10"
458.sjeng,12100,591.905862,20.44244,0,S,,,,,,"ref iteration #1"
458.sjeng,12100,588.566602,20.558421,0,S,,,,,,"ref iteration #2"
458.sjeng,12100,592.57651,20.419304,0,S,,,,,,"ref iteration #3"
458.sjeng,12100,602.978273,20.067058,0,S,,,,,,"ref iteration #4"
458.sjeng,12100,598.200686,20.227326,0,S,,,,,,"ref iteration #5"
458.sjeng,12100,595.069844,20.333748,0,S,,,,,,"ref iteration #6"
458.sjeng,12100,593.743464,20.379172,1,S,,,,,,"ref iteration #7"
458.sjeng,12100,605.405721,19.986597,0,S,,,,,,"ref iteration #8"
458.sjeng,12100,593.086454,20.401747,0,S,,,,,,"ref iteration #9"
458.sjeng,12100,592.517865,20.421325,0,S,,,,,,"ref iteration #10"
462.libquantum,20720,255.17745,81.198397,0,S,,,,,,"ref iteration #1"
462.libquantum,20720,261.222721,79.319287,0,S,,,,,,"ref iteration #2"
462.libquantum,20720,275.772538,75.134385,0,S,,,,,,"ref iteration #3"
462.libquantum,20720,280.561736,73.851838,0,S,,,,,,"ref iteration #4"
462.libquantum,20720,281.69799,73.55395,0,S,,,,,,"ref iteration #5"
462.libquantum,20720,286.900029,72.220279,0,S,,,,,,"ref iteration #6"
462.libquantum,20720,288.555622,71.805913,0,S,,,,,,"ref iteration #7"
462.libquantum,20720,286.144412,72.410989,0,S,,,,,,"ref iteration #8"
462.libquantum,20720,283.083572,73.193933,0,S,,,,,,"ref iteration #9"
462.libquantum,20720,283.029069,73.208028,1,S,,,,,,"ref iteration #10"
464.h264ref,22130,472.560927,46.82994,0,S,,,,,,"ref iteration #1"
464.h264ref,22130,472.62669,46.823424,0,S,,,,,,"ref iteration #2"
464.h264ref,22130,476.315034,46.460847,0,S,,,,,,"ref iteration #3"
464.h264ref,22130,475.108019,46.578881,0,S,,,,,,"ref iteration #4"
464.h264ref,22130,475.940315,46.497427,0,S,,,,,,"ref iteration #5"
464.h264ref,22130,476.516547,46.441199,0,S,,,,,,"ref iteration #6"
464.h264ref,22130,475.485376,46.541915,1,S,,,,,,"ref iteration #7"
464.h264ref,22130,475.303941,46.559681,0,S,,,,,,"ref iteration #8"
464.h264ref,22130,477.808788,46.315599,0,S,,,,,,"ref iteration #9"
464.h264ref,22130,475.438362,46.546517,0,S,,,,,,"ref iteration #10"
471.omnetpp,6250,667.399111,9.364711,0,S,,,,,,"ref iteration #1"
471.omnetpp,6250,663.009227,9.426716,0,S,,,,,,"ref iteration #2"
471.omnetpp,6250,668.010233,9.356144,0,S,,,,,,"ref iteration #3"
471.omnetpp,6250,676.089528,9.244338,0,S,,,,,,"ref iteration #4"
471.omnetpp,6250,669.466753,9.335788,0,S,,,,,,"ref iteration #5"
471.omnetpp,6250,679.347936,9.199999,0,S,,,,,,"ref iteration #6"
471.omnetpp,6250,682.04785,9.16358,0,S,,,,,,"ref iteration #7"
471.omnetpp,6250,686.726474,9.101149,0,S,,,,,,"ref iteration #8"
471.omnetpp,6250,680.242972,9.187894,0,S,,,,,,"ref iteration #9"
471.omnetpp,6250,677.510818,9.224945,1,S,,,,,,"ref iteration #10"
473.astar,7020,442.850095,15.851865,0,S,,,,,,"ref iteration #1"
473.astar,7020,439.757266,15.963352,0,S,,,,,,"ref iteration #2"
473.astar,7020,449.600814,15.613851,0,S,,,,,,"ref iteration #3"
473.astar,7020,454.693606,15.438968,0,S,,,,,,"ref iteration #4"
473.astar,7020,452.129414,15.526528,0,S,,,,,,"ref iteration #5"
473.astar,7020,460.708288,15.237408,0,S,,,,,,"ref iteration #6"
473.astar,7020,461.032788,15.226683,0,S,,,,,,"ref iteration #7"
473.astar,7020,465.441076,15.082468,0,S,,,,,,"ref iteration #8"
473.astar,7020,460.982291,15.228351,0,S,,,,,,"ref iteration #9"
473.astar,7020,456.98181,15.361662,1,S,,,,,,"ref iteration #10"
483.xalancbmk,6900,385.15822,17.914716,0,S,,,,,,"ref iteration #1"
483.xalancbmk,6900,388.199308,17.774375,0,S,,,,,,"ref iteration #2"
483.xalancbmk,6900,394.140573,17.506444,0,S,,,,,,"ref iteration #3"
483.xalancbmk,6900,389.592569,17.71081,0,S,,,,,,"ref iteration #4"
483.xalancbmk,6900,391.169325,17.63942,1,S,,,,,,"ref iteration #5"
483.xalancbmk,6900,391.629817,17.618679,0,S,,,,,,"ref iteration #6"
483.xalancbmk,6900,389.247246,17.726522,0,S,,,,,,"ref iteration #7"
483.xalancbmk,6900,391.253002,17.635647,0,S,,,,,,"ref iteration #8"
483.xalancbmk,6900,388.05075,17.781179,0,S,,,,,,"ref iteration #9"
483.xalancbmk,6900,391.359026,17.63087,0,S,,,,,,"ref iteration #10"

"Selected Results Table"

Benchmark,"Base Ref Time","Est. Base Run Time","Est. Base Ratio","Base Selected","Base Status","Peak Ref Time","Est. Peak Run Time","Est. Peak Ratio","Peak Selected","Peak Status",Description
400.perlbench,9770,520.174506,18.782158,1,S,,,,,NR,"SelectedIteration (base #6)"
401.bzip2,9650,556.185489,17.350327,1,S,,,,,NR,"SelectedIteration (base #6)"
403.gcc,8050,471.1365,17.086343,1,S,,,,,NR,"SelectedIteration (base #4)"
429.mcf,9120,401.980886,22.687646,1,S,,,,,NR,"SelectedIteration (base #7)"
445.gobmk,10490,484.256273,21.662084,1,S,,,,,NR,"SelectedIteration (base #9)"
456.hmmer,9330,271.254486,34.395745,1,S,,,,,NR,"SelectedIteration (base #9)"
458.sjeng,12100,593.743464,20.379172,1,S,,,,,NR,"SelectedIteration (base #7)"
462.libquantum,20720,283.029069,73.208028,1,S,,,,,NR,"SelectedIteration (base #10)"
464.h264ref,22130,475.485376,46.541915,1,S,,,,,NR,"SelectedIteration (base #7)"
471.omnetpp,6250,677.510818,9.224945,1,S,,,,,NR,"SelectedIteration (base #10)"
473.astar,7020,456.98181,15.361662,1,S,,,,,NR,"SelectedIteration (base #10)"
483.xalancbmk,6900,391.169325,17.63942,1,S,,,,,NR,"SelectedIteration (base #5)"

SPECint_base2006,22.443868,,22.443868
SPECint2006,"Not Run",,,,,,,"Not Run"

"Run number:",280

"Hardware Vendor:",
"Hardware Model:",
"Date tested:",Jul-2025
"CPU2006 License:",0
"Test sponsor:",
"Tested by:",
"Hardware avail:",Dec-9999
"Software avail:",Mar-2008


HARDWARE

"CPU Name"," "
"CPU Characteristics"," "
"CPU MHz"," "
FPU," "
"CPU(s) enabled"," cores,  chips,  cores/chip,  threads/core"
"CPU(s) orderable"," "
"Primary Cache"," "
"Secondary Cache"," "
"L3 Cache"," "
"Other Cache"," "
Memory," "
"Disk Subsystem"," "
"Other Hardware"," "

SOFTWARE

"Operating System","QEMU AArch64 Usermode"
Compiler,clang
"Auto Parallel",No
"File System"," "
"System State"," "
"Base Pointers",64-bit
"Peak Pointers","Not Applicable"
"Other Software",None

"Submit Notes"

"The config file option 'submit' was used."

"Base Compiler Invocation"
400.perlbench
401.bzip2
403.gcc
429.mcf
445.gobmk
456.hmmer
458.sjeng
462.libquantum
464.h264ref
471.omnetpp
473.astar
483.xalancbmk

"Base Portability Flags"
400.perlbench," -DSPEC_CPU_LP64"," -DSPEC_CPU_LINUX_X64"
401.bzip2," -DSPEC_CPU_LP64"
403.gcc," -DSPEC_CPU_LP64"
429.mcf," -DSPEC_CPU_LP64"
445.gobmk," -DSPEC_CPU_LP64"
456.hmmer," -DSPEC_CPU_LP64"
458.sjeng," -DSPEC_CPU_LP64"
462.libquantum," -DSPEC_CPU_LP64"," -DSPEC_CPU_LINUX"
464.h264ref," -DSPEC_CPU_LP64"
471.omnetpp," -DSPEC_CPU_LP64"
473.astar," -DSPEC_CPU_LP64"
483.xalancbmk," -DSPEC_CPU_LP64"," -DSPEC_CPU_LINUX"

"Base Optimization Flags"
400.perlbench
401.bzip2
403.gcc
429.mcf
445.gobmk
456.hmmer
458.sjeng
462.libquantum
464.h264ref
471.omnetpp
473.astar
483.xalancbmk

"Base Other Flags"
400.perlbench
401.bzip2
403.gcc
429.mcf
445.gobmk
456.hmmer
458.sjeng
462.libquantum
464.h264ref
471.omnetpp
473.astar
483.xalancbmk

"Base Forbidden Flags"
400.perlbench
401.bzip2
403.gcc
429.mcf
445.gobmk
456.hmmer
458.sjeng
462.libquantum
464.h264ref
471.omnetpp
473.astar
483.xalancbmk

"Base Unknown Flags"
400.perlbench," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," -Wno-int-conversion"," -Wno-int-conversion"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -std=gnu89"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -unwindlib=libunwind"
401.bzip2," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," -Wno-int-conversion"," -Wno-int-conversion"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -std=gnu89"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -unwindlib=libunwind"
403.gcc," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," -Wno-int-conversion"," -Wno-int-conversion"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -std=gnu89"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -unwindlib=libunwind"
429.mcf," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," /home/XXXXXXXX/code/llvm-mte/tagcfi/build/bin/clang"," -Wno-int-conversion"," -Wno-int-conversion"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -std=gnu89"," -O2 -fno-strict-aliasing --target=aarch64-linux-gnu -march=armv8-a+memtag --gcc-toolchain=/home/XXXXXXXX/code/llvm-mte/tagcfi/downloads/gcc/gcc-linaro-12.3.1-2023.06-x86_64_aarch64-linux-gnu/"," -unwindlib=libunwind"
