valid,0

"Full Results Table"

Benchmark,"Base Ref Time","Est. Base Run Time","Est. Base Ratio","Base Selected","Base Status","Peak Ref Time","Est. Peak Run Time","Est. Peak Ratio","Peak Selected","Peak Status",Description
400.perlbench,9770,515.184306,18.964087,0,S,,,,,,"ref iteration #1"
400.perlbench,9770,514.450047,18.991154,0,S,,,,,,"ref iteration #2"
400.perlbench,9770,519.143331,18.819465,0,S,,,,,,"ref iteration #3"
400.perlbench,9770,517.366306,18.884106,0,S,,,,,,"ref iteration #4"
400.perlbench,9770,516.861893,18.902535,0,S,,,,,,"ref iteration #5"
400.perlbench,9770,517.571009,18.876637,1,S,,,,,,"ref iteration #6"
400.perlbench,9770,521.627973,18.729824,0,S,,,,,,"ref iteration #7"
400.perlbench,9770,519.764666,18.796968,0,S,,,,,,"ref iteration #8"
400.perlbench,9770,513.315297,19.033136,0,S,,,,,,"ref iteration #9"
400.perlbench,9770,524.531823,18.626134,0,S,,,,,,"ref iteration #10"
401.bzip2,9650,748.006174,12.900963,0,S,,,,,,"ref iteration #1"
401.bzip2,9650,775.719844,12.440058,0,S,,,,,,"ref iteration #2"
401.bzip2,9650,776.184251,12.432615,0,S,,,,,,"ref iteration #3"
401.bzip2,9650,771.903737,12.501559,1,S,,,,,,"ref iteration #4"
401.bzip2,9650,760.73899,12.685034,0,S,,,,,,"ref iteration #5"
401.bzip2,9650,757.164412,12.74492,0,S,,,,,,"ref iteration #6"
401.bzip2,9650,787.900184,12.247744,0,S,,,,,,"ref iteration #7"
401.bzip2,9650,762.552326,12.654869,0,S,,,,,,"ref iteration #8"
401.bzip2,9650,788.023715,12.245824,0,S,,,,,,"ref iteration #9"
401.bzip2,9650,759.977518,12.697744,0,S,,,,,,"ref iteration #10"
403.gcc,8050,474.428388,16.967787,0,S,,,,,,"ref iteration #1"
403.gcc,8050,477.242061,16.86775,1,S,,,,,,"ref iteration #2"
403.gcc,8050,475.846531,16.917219,0,S,,,,,,"ref iteration #3"
403.gcc,8050,476.563656,16.891762,0,S,,,,,,"ref iteration #4"
403.gcc,8050,478.669566,16.817447,0,S,,,,,,"ref iteration #5"
403.gcc,8050,476.231449,16.903546,0,S,,,,,,"ref iteration #6"
403.gcc,8050,477.33746,16.864379,0,S,,,,,,"ref iteration #7"
403.gcc,8050,476.671166,16.887952,0,S,,,,,,"ref iteration #8"
403.gcc,8050,478.859081,16.810791,0,S,,,,,,"ref iteration #9"
403.gcc,8050,478.094347,16.837681,0,S,,,,,,"ref iteration #10"
429.mcf,9120,429.477822,21.23509,0,S,,,,,,"ref iteration #1"
429.mcf,9120,407.180349,22.397937,0,S,,,,,,"ref iteration #2"
429.mcf,9120,430.530189,21.183184,0,S,,,,,,"ref iteration #3"
429.mcf,9120,420.193905,21.704265,0,S,,,,,,"ref iteration #4"
429.mcf,9120,422.145082,21.603947,1,S,,,,,,"ref iteration #5"
429.mcf,9120,395.911353,23.03546,0,S,,,,,,"ref iteration #6"
429.mcf,9120,391.833017,23.275221,0,S,,,,,,"ref iteration #7"
429.mcf,9120,427.799508,21.318398,0,S,,,,,,"ref iteration #8"
429.mcf,9120,428.297989,21.293586,0,S,,,,,,"ref iteration #9"
429.mcf,9120,393.872503,23.154701,0,S,,,,,,"ref iteration #10"
445.gobmk,10490,487.96807,21.497308,1,S,,,,,,"ref iteration #1"
445.gobmk,10490,483.745196,21.68497,0,S,,,,,,"ref iteration #2"
445.gobmk,10490,490.200762,21.399396,0,S,,,,,,"ref iteration #3"
445.gobmk,10490,484.897492,21.633438,0,S,,,,,,"ref iteration #4"
445.gobmk,10490,489.778076,21.417864,0,S,,,,,,"ref iteration #5"
445.gobmk,10490,487.136009,21.534027,0,S,,,,,,"ref iteration #6"
445.gobmk,10490,491.460801,21.34453,0,S,,,,,,"ref iteration #7"
445.gobmk,10490,487.116384,21.534895,0,S,,,,,,"ref iteration #8"
445.gobmk,10490,488.29693,21.48283,0,S,,,,,,"ref iteration #9"
445.gobmk,10490,485.722452,21.596696,0,S,,,,,,"ref iteration #10"
456.hmmer,9330,272.869289,34.192195,0,S,,,,,,"ref iteration #1"
456.hmmer,9330,272.674381,34.216636,0,S,,,,,,"ref iteration #2"
456.hmmer,9330,272.117888,34.28661,0,S,,,,,,"ref iteration #3"
456.hmmer,9330,272.276072,34.266691,0,S,,,,,,"ref iteration #4"
456.hmmer,9330,272.91142,34.186917,0,S,,,,,,"ref iteration #5"
456.hmmer,9330,272.097975,34.28912,0,S,,,,,,"ref iteration #6"
456.hmmer,9330,272.339264,34.25874,0,S,,,,,,"ref iteration #7"
456.hmmer,9330,272.551236,34.232096,1,S,,,,,,"ref iteration #8"
456.hmmer,9330,272.374231,34.254342,0,S,,,,,,"ref iteration #9"
456.hmmer,9330,273.057165,34.168669,0,S,,,,,,"ref iteration #10"
458.sjeng,12100,618.450378,19.56503,0,S,,,,,,"ref iteration #1"
458.sjeng,12100,611.091654,19.80063,0,S,,,,,,"ref iteration #2"
458.sjeng,12100,634.582952,19.067641,0,S,,,,,,"ref iteration #3"
458.sjeng,12100,606.377449,19.954568,0,S,,,,,,"ref iteration #4"
458.sjeng,12100,608.037046,19.900103,0,S,,,,,,"ref iteration #5"
458.sjeng,12100,601.40063,20.1197,0,S,,,,,,"ref iteration #6"
458.sjeng,12100,610.295703,19.826455,1,S,,,,,,"ref iteration #7"
458.sjeng,12100,604.408262,20.019581,0,S,,,,,,"ref iteration #8"
458.sjeng,12100,608.913804,19.87145,0,S,,,,,,"ref iteration #9"
458.sjeng,12100,617.972764,19.580151,0,S,,,,,,"ref iteration #10"
462.libquantum,20720,272.183129,76.125218,0,S,,,,,,"ref iteration #1"
462.libquantum,20720,257.666972,80.413876,0,S,,,,,,"ref iteration #2"
462.libquantum,20720,274.193284,75.567132,0,S,,,,,,"ref iteration #3"
462.libquantum,20720,273.079032,75.87547,1,S,,,,,,"ref iteration #4"
462.libquantum,20720,270.741604,76.530536,0,S,,,,,,"ref iteration #5"
462.libquantum,20720,258.81919,80.055888,0,S,,,,,,"ref iteration #6"
462.libquantum,20720,274.489849,75.485487,0,S,,,,,,"ref iteration #7"
